"client_rk","visit_dttm","registration_flag","application_flag","finish_flag"
370,2022-10-31 10:04:05.409,0,0,0
1615,2022-10-06 07:15:03.090,1,1,0
3996,2022-11-29 23:12:38.628,1,0,0
1241,2022-09-23 01:41:40.288,0,0,0
1956,2023-01-27 03:10:14.875,0,0,0
3932,2022-10-28 00:25:03.954,0,0,0
627,2022-12-30 08:27:44.980,1,1,0
936,2022-09-28 23:39:27.089,0,0,0
1326,2022-12-01 16:17:35.120,0,0,0
2506,2022-10-09 06:55:58.824,0,0,0
338,2022-11-29 13:48:50.634,0,0,0
1828,2022-09-05 09:09:58.705,0,0,0
466,2022-09-12 12:08:41.513,0,0,0
659,2022-12-09 10:21:34.124,0,0,0
3916,2022-10-28 01:57:51.951,0,0,0
2277,2022-10-29 04:53:55.470,0,0,0
611,2022-09-11 02:51:56.068,0,0,0
1406,2022-12-05 00:18:04.271,0,0,0
2261,2022-10-12 15:37:07.792,1,0,0
3607,2022-11-11 21:24:19.022,0,0,0
1193,2022-10-28 23:30:11.438,0,0,0
2378,2022-09-01 04:50:51.041,1,0,0
3703,2022-12-10 03:48:40.350,0,0,0
3169,2022-09-10 20:04:06.266,0,0,0
322,2022-11-14 09:00:44.754,0,0,0
1844,2022-10-22 21:29:03.131,0,0,0
1647,2023-01-13 07:03:57.673,0,0,0
2635,2022-10-15 19:37:54.394,1,1,1
2747,2022-12-14 17:37:33.591,1,1,1
2960,2022-09-03 11:26:16.875,0,0,0
2571,2023-01-21 06:12:10.700,1,0,0
2426,2023-01-28 15:54:48.125,0,0,0
4060,2022-12-03 09:26:59.002,0,0,0
824,2022-11-13 00:06:37.116,0,0,0
3446,2022-12-24 04:55:29.234,0,0,0
3671,2022-12-25 16:14:55.864,0,0,0
2490,2022-10-10 04:12:53.455,0,0,0
482,2022-11-11 15:39:01.156,1,1,1
2085,2022-10-14 07:21:54.863,1,1,1
1812,2022-10-06 22:38:16.970,1,1,1
2458,2022-10-29 22:27:02.737,0,0,0
45,2022-11-25 09:34:24.382,1,0,0
2293,2022-11-15 17:47:24.974,0,0,0
2667,2022-11-09 15:18:10.742,1,0,0
1518,2022-11-24 07:14:21.641,0,0,0
3948,2022-09-25 02:54:00.189,1,0,0
3900,2022-10-05 17:11:51.362,0,0,0
2101,2022-11-04 10:52:37.979,1,1,1
3105,2022-10-24 20:29:44.625,1,0,0
1972,2023-01-06 13:44:22.107,0,0,0
93,2022-09-17 22:37:56.687,1,0,0
776,2022-10-04 02:07:24.089,0,0,0
1454,2022-12-29 04:58:28.469,0,0,0
2864,2022-11-28 23:23:00.145,0,0,0
141,2022-11-30 22:16:10.913,1,0,0
4076,2022-11-25 14:38:18.131,0,0,0
2442,2022-10-10 12:11:26.780,0,0,0
2346,2023-01-29 13:34:08.928,0,0,0
3334,2022-11-12 13:54:17.513,0,0,0
2880,2023-01-23 10:14:20.438,0,0,0
61,2022-12-07 17:54:43.512,1,0,0
579,2022-09-23 08:38:02.261,0,0,0
1470,2023-01-25 01:02:25.946,0,0,0
2731,2022-10-31 04:27:22.168,0,0,0
2538,2022-10-24 18:48:01.494,1,0,0
3591,2022-09-20 03:09:03.757,0,0,0
1791,2023-01-15 07:55:54.212,0,0,0
1081,2022-12-12 04:01:03.356,0,0,0
2554,2022-09-21 21:32:27.647,0,0,0
125,2023-01-19 17:56:07.463,0,0,0
3249,2022-10-12 07:24:47.970,0,0,0
2779,2022-11-03 21:07:19.623,0,0,0
2811,2023-01-02 23:26:24.056,0,0,0
3687,2022-10-27 08:15:41.180,0,0,0
792,2022-09-14 03:10:26.324,0,0,0
434,2023-01-01 22:38:25.706,0,0,0
3121,2022-11-21 16:48:10.898,0,0,0
3494,2022-10-18 09:06:32.031,0,0,0
1049,2022-10-27 05:32:05.872,1,1,0
2896,2022-11-23 18:53:35.934,0,0,0
1374,2022-12-24 22:59:53.153,1,1,0
1502,2022-11-25 02:35:36.719,1,1,1
643,2022-09-11 04:07:06.580,0,0,0
3024,2022-11-09 03:37:15.129,0,0,0
840,2022-12-21 04:47:59.703,0,0,0
4044,2022-09-12 04:09:41.490,1,0,0
1129,2022-10-22 11:50:48.572,1,0,0
595,2022-11-14 20:07:31.333,0,0,0
1876,2022-10-18 07:47:52.661,0,0,0
1254,2022-09-29 13:40:05.251,1,0,0
1409,2022-12-14 12:41:11.170,1,0,0
1991,2023-01-07 08:43:41.813,0,0,0
3764,2022-09-01 13:26:58.535,0,0,0
1612,2022-09-21 17:11:36.468,0,0,0
3588,2022-11-07 04:00:37.181,0,0,0
3732,2023-01-28 16:14:35.570,1,0,0
704,2022-09-04 21:41:51.581,0,0,0
1831,2023-01-07 09:01:31.002,0,0,0
3449,2022-12-24 19:30:10.328,0,0,0
1975,2023-01-19 11:29:31.756,1,0,0
3027,2022-12-21 00:50:09.312,0,0,0
2760,2022-12-15 21:04:00.880,1,0,0
3497,2023-01-31 23:31:45.497,0,0,0
1740,2023-02-01 07:24:27.738,0,0,0
2696,2022-10-24 19:18:03.442,0,0,0
3150,2022-09-01 13:49:27.129,1,0,0
453,2022-12-24 08:57:56.161,1,0,0
2194,2023-01-15 19:34:28.980,1,1,0
1222,2022-11-18 12:38:28.202,1,1,0
2413,2022-11-19 21:13:43.508,1,0,0
2509,2023-01-25 02:14:25.686,0,0,0
2477,2022-09-21 17:50:01.505,1,0,0
2210,2022-10-15 03:37:52.188,1,0,0
2146,2022-09-21 05:29:35.451,0,0,0
2664,2023-01-15 05:51:16.073,1,1,0
1959,2022-10-31 07:02:58.929,1,0,0
2819,2022-10-19 12:45:06.204,0,0,0
688,2023-01-19 22:18:47.925,0,0,0
3636,2023-01-28 14:28:15.351,0,0,0
389,2022-10-24 18:42:01.629,1,0,0
74,2022-09-12 16:58:41.170,0,0,0
2023,2022-10-02 04:07:14.880,1,0,0
2931,2022-12-29 13:48:54.405,1,0,0
138,2022-10-05 06:02:17.959,0,0,0
3935,2022-11-09 08:41:03.233,1,0,0
1911,2022-12-04 01:15:37.954,0,0,0
3604,2022-09-20 05:13:26.672,0,0,0
170,2022-09-28 22:10:42.076,0,0,0
672,2022-12-24 05:21:02.113,0,0,0
3529,2022-11-06 12:01:15.187,0,0,0
1393,2022-12-22 23:18:48.100,0,0,0
3700,2023-01-13 06:23:14.436,0,0,0
2899,2023-01-30 20:11:09.206,0,0,0
544,2023-01-02 15:50:32.020,1,1,1
26,2022-09-19 12:02:15.632,1,0,0
202,2023-01-22 11:34:01.185,0,0,0
2258,2022-10-09 05:30:02.891,0,0,0
469,2023-01-15 20:39:31.457,0,0,0
485,2022-11-26 07:51:32.470,0,0,0
3668,2022-11-29 03:47:46.595,1,0,0
859,2022-12-03 14:47:10.544,0,0,0
4095,2022-12-31 07:59:40.494,0,0,0
2712,2022-12-14 02:27:00.004,0,0,0
1270,2022-09-21 07:52:35.172,0,0,0
3577,2023-01-04 11:25:40.675,0,0,0
309,2022-10-21 23:13:57.802,0,0,0
1126,2022-11-24 12:25:38.726,1,0,0
1815,2023-02-01 10:14:16.596,0,0,0
1596,2023-01-12 21:37:30.110,0,0,0
1078,2022-09-12 13:37:58.726,0,0,0
2792,2022-11-17 07:52:56.190,0,0,0
2680,2022-10-23 15:52:32.901,0,0,0
3513,2022-11-01 04:12:40.237,1,0,0
2963,2022-09-29 17:40:20.843,0,0,0
843,2022-12-17 00:40:59.804,1,0,0
3828,2022-10-23 16:39:09.341,0,0,0
3385,2023-01-13 21:36:43.560,0,0,0
891,2022-11-27 17:11:14.901,0,0,0
1676,2022-10-08 03:58:04.095,1,0,0
501,2023-01-04 03:27:18.130,0,0,0
122,2022-12-15 20:59:17.238,1,0,0
560,2023-01-01 17:44:48.734,0,0,0
357,2023-01-30 05:34:00.588,0,0,0
2915,2022-09-30 22:37:14.361,0,0,0
325,2022-12-30 14:55:26.388,1,0,0
3310,2022-12-01 05:25:29.802,0,0,0
3011,2023-01-01 14:48:05.611,0,0,0
1580,2022-10-24 14:01:10.862,0,0,0
2130,2023-01-07 21:53:32.458,0,0,0
720,2022-09-12 03:06:47.169,0,0,0
640,2023-01-19 15:55:57.712,0,0,0
373,2022-10-07 16:23:05.204,0,0,0
3182,2022-11-24 09:32:31.592,0,0,0
58,2022-12-10 23:17:18.434,0,0,0
752,2022-09-28 11:57:57.497,0,0,0
2039,2022-10-04 14:01:43.144,1,0,0
1457,2022-12-15 17:20:10.548,0,0,0
656,2022-12-20 09:40:25.316,0,0,0
106,2022-12-03 21:06:18.789,0,0,0
3684,2022-10-12 10:02:12.645,1,0,0
3086,2022-12-03 21:44:23.944,0,0,0
3652,2023-01-30 11:24:09.079,0,0,0
1297,2022-11-06 15:44:40.326,0,0,0
2648,2022-10-22 17:00:06.050,1,0,0
2274,2022-12-15 17:39:08.611,1,0,0
1174,2023-01-18 16:31:24.344,0,0,0
1895,2022-11-30 21:46:02.254,1,0,0
2381,2022-11-12 10:52:58.009,0,0,0
1489,2022-12-26 21:57:12.469,0,0,0
1564,2022-09-26 09:26:20.078,1,0,0
2098,2022-11-10 07:24:11.238,1,1,1
1927,2022-11-29 12:17:34.540,1,1,0
1190,2022-12-24 03:34:50.333,0,0,0
3871,2022-09-20 09:52:53.696,1,0,0
218,2023-01-10 18:49:48.131,1,0,0
2066,2022-09-18 15:19:07.018,0,0,0
827,2022-09-17 04:42:03.223,0,0,0
10,2023-01-01 01:20:45.783,1,0,0
923,2022-09-15 03:37:15.375,0,0,0
250,2022-11-27 03:03:48.095,0,0,0
2226,2022-09-06 11:09:09.099,0,0,0
2568,2022-11-16 15:32:47.431,0,0,0
512,2023-01-04 00:20:16.055,1,0,0
3481,2022-09-08 09:32:17.757,1,0,0
2979,2022-11-10 22:32:36.044,0,0,0
3326,2023-02-01 11:48:46.864,0,0,0
3967,2022-12-19 14:21:24.511,0,0,0
2162,2023-01-07 14:40:46.154,1,0,0
608,2022-11-16 08:04:29.146,0,0,0
1660,2023-01-29 14:07:41.369,0,0,0
3198,2022-11-03 05:04:51.027,0,0,0
1046,2022-12-19 05:51:32.544,1,1,0
2493,2022-09-02 18:18:07.288,0,0,0
2429,2022-10-11 14:54:43.023,0,0,0
1142,2022-10-11 09:51:04.467,0,0,0
437,2022-11-13 08:42:02.652,0,0,0
3166,2023-01-05 13:50:04.895,0,0,0
3294,2023-01-20 10:04:21.344,1,0,0
2883,2023-01-05 17:06:59.906,1,1,0
2114,2022-12-19 23:55:54.400,0,0,0
779,2022-12-26 15:02:11.303,0,0,0
2365,2022-11-13 05:58:04.134,1,0,0
3278,2022-12-16 23:17:43.161,0,0,0
2557,2022-10-26 04:32:37.453,0,0,0
2835,2022-09-07 17:44:12.194,0,0,0
1644,2022-10-05 00:41:12.982,0,0,0
2007,2023-01-16 01:58:15.557,0,0,0
971,2022-11-14 00:00:12.716,1,0,0
1756,2022-12-29 04:40:04.892,0,0,0
405,2022-12-15 14:11:40.436,0,0,0
293,2022-12-26 17:07:47.280,0,0,0
90,2022-11-21 09:00:38.409,1,0,0
2851,2022-12-26 17:10:26.224,0,0,0
3230,2022-12-22 02:10:52.445,0,0,0
592,2022-09-16 00:26:11.443,0,0,0
1441,2022-10-27 23:53:48.534,1,0,0
1772,2023-01-26 06:56:51.710,1,0,0
3369,2022-09-18 01:38:33.860,1,0,0
1030,2022-11-28 11:44:15.662,0,0,0
907,2022-12-27 21:09:55.501,0,0,0
3353,2022-12-15 16:25:37.116,0,0,0
2290,2022-11-14 11:05:11.945,0,0,0
2728,2023-01-06 15:48:10.245,1,1,0
1473,2022-09-23 21:36:44.102,0,0,0
3337,2023-01-05 06:21:52.000,1,0,0
736,2022-11-30 22:13:50.916,0,0,0
2776,2022-09-08 23:14:20.941,0,0,0
1708,2022-09-09 08:01:56.162,0,0,0
1281,2023-01-15 11:11:20.212,0,0,0
3620,2022-10-27 02:21:25.553,0,0,0
1724,2022-10-12 08:09:34.235,0,0,0
3887,2022-12-30 08:36:35.932,0,0,0
3748,2022-09-30 13:42:08.060,0,0,0
939,2022-12-23 09:43:40.190,0,0,0
2947,2022-12-03 14:29:44.688,0,0,0
2600,2023-01-29 20:10:11.888,0,0,0
2050,2022-12-30 07:45:25.564,0,0,0
2333,2022-09-01 16:14:22.750,0,0,0
3780,2022-09-16 21:17:50.872,0,0,0
795,2022-10-26 05:08:55.307,0,0,0
2584,2023-01-02 05:07:34.241,0,0,0
3855,2023-01-11 17:48:18.421,0,0,0
1329,2022-12-16 06:27:48.613,0,0,0
1788,2023-01-08 20:33:34.437,0,0,0
3919,2022-11-09 17:49:46.483,1,0,0
1548,2022-11-17 18:24:41.744,0,0,0
1628,2022-11-04 06:45:30.923,0,0,0
3043,2022-12-27 20:44:26.154,0,0,0
1019,2022-12-06 03:41:21.965,0,0,0
4015,2022-10-09 16:48:12.166,0,0,0
3951,2022-11-12 13:29:33.953,0,0,0
1425,2022-11-20 01:15:51.915,0,0,0
875,2022-12-13 15:57:13.094,0,0,0
3999,2023-01-07 08:42:59.420,0,0,0
2082,2022-09-22 12:59:01.197,1,0,0
154,2022-09-03 08:49:37.907,0,0,0
3465,2022-11-27 14:22:39.960,1,0,0
421,2022-09-26 21:49:23.354,1,0,0
3812,2023-01-02 08:08:09.227,0,0,0
3903,2023-01-09 13:11:00.873,1,1,0
3796,2022-09-21 07:52:05.437,0,0,0
2178,2022-11-13 11:21:33.314,0,0,0
987,2022-12-09 22:18:21.949,1,0,0
1206,2023-01-03 21:37:54.876,1,0,0
2242,2022-10-02 16:23:11.116,1,0,0
1377,2022-10-01 07:18:36.768,0,0,0
2525,2022-10-10 05:28:51.248,0,0,0
3059,2022-12-10 20:14:12.950,0,0,0
2349,2022-09-20 09:35:13.812,0,0,0
1799,2023-01-23 21:18:47.393,0,0,0
2808,2022-10-01 16:07:53.664,1,0,0
811,2022-10-14 17:08:13.061,1,0,0
2541,2022-12-20 20:49:34.748,0,0,0
42,2022-10-18 02:43:13.831,1,0,0
234,2023-01-13 17:55:28.987,0,0,0
1943,2022-11-09 02:24:22.277,1,0,0
277,2022-12-15 02:59:11.936,0,0,0
3561,2022-11-26 04:25:04.035,0,0,0
4063,2022-11-18 11:57:48.007,0,0,0
2461,2023-01-14 03:20:40.985,0,0,0
186,2022-10-13 08:15:07.438,0,0,0
3716,2022-11-12 05:10:19.973,0,0,0
1692,2022-09-14 20:47:28.644,1,1,1
4079,2022-12-12 02:58:06.922,1,1,1
341,2022-09-28 03:51:39.089,0,0,0
3433,2022-12-29 15:52:18.187,1,0,0
1062,2022-12-12 11:58:09.846,0,0,0
4031,2022-09-13 04:53:31.817,0,0,0
3134,2022-11-17 01:16:33.285,0,0,0
1847,2022-09-15 18:23:47.287,0,0,0
1158,2022-11-16 23:24:19.565,0,0,0
2632,2022-11-15 23:12:37.006,0,0,0
3102,2022-12-28 10:29:15.984,0,0,0
3545,2023-01-11 00:26:12.356,0,0,0
1994,2022-11-15 05:09:46.087,1,0,0
348,2022-09-28 04:49:12.010,0,0,0
2862,2023-01-27 13:42:43.795,0,0,0
1296,2022-10-10 11:19:20.966,0,0,0
1440,2022-09-23 23:25:41.870,1,0,0
1882,2022-11-09 12:42:57.867,0,0,0
3352,2022-11-07 23:21:58.237,0,0,0
3528,2022-09-24 07:45:44.934,0,0,0
3741,2022-12-22 09:22:47.496,1,0,0
1685,2022-09-04 15:46:14.825,1,0,0
2878,2022-11-19 03:59:29.050,0,0,0
774,2022-10-28 22:33:44.206,1,1,1
950,2022-10-11 20:14:53.339,0,0,0
1898,2022-12-11 19:30:24.294,0,0,0
2649,2023-01-28 16:52:37.552,0,0,0
1099,2022-10-25 21:29:19.704,0,0,0
103,2022-09-10 20:24:09.883,0,0,0
838,2022-11-26 16:22:12.331,0,0,0
1115,2022-10-02 17:32:44.911,0,0,0
1035,2022-12-23 03:18:04.936,0,0,0
577,2022-10-16 13:29:49.080,1,1,1
3070,2022-11-16 06:45:36.473,0,0,0
3315,2022-09-27 07:32:57.454,0,0,0
1147,2022-12-15 19:35:34.529,1,0,0
1328,2023-02-01 13:38:04.074,1,0,0
1781,2022-10-29 10:24:15.971,1,1,1
39,2022-12-22 13:54:12.528,0,0,0
316,2023-01-30 04:49:18.890,1,0,0
1312,2022-12-20 09:34:01.183,0,0,0
3922,2023-01-23 14:33:11.770,0,0,0
2063,2022-12-28 16:04:30.406,0,0,0
3400,2022-09-04 09:42:19.280,0,0,0
1962,2023-01-21 16:17:51.491,1,0,0
3954,2022-09-06 21:47:11.265,0,0,0
1930,2022-09-07 02:12:56.452,0,0,0
3219,2022-11-19 22:30:17.931,0,0,0
3805,2022-12-26 11:30:17.862,1,1,0
4002,2022-12-18 23:06:35.113,0,0,0
508,2022-10-06 09:36:32.158,0,0,0
3677,2022-10-21 21:26:56.468,0,0,0
2846,2022-12-12 07:03:29.614,0,0,0
1834,2022-11-03 00:55:48.994,0,0,0
3022,2023-01-15 07:43:21.249,0,0,0
2665,2022-09-18 16:45:42.090,0,0,0
1914,2022-12-19 09:44:14.441,0,0,0
3789,2022-11-23 05:47:34.902,1,0,0
2255,2022-12-06 14:24:10.940,0,0,0
2697,2022-11-13 06:05:39.037,0,0,0
2729,2022-12-24 05:24:51.144,0,0,0
2308,2022-09-28 10:30:54.779,1,0,0
2042,2022-11-17 15:17:26.980,0,0,0
3645,2022-11-23 01:28:27.808,0,0,0
2548,2022-12-12 06:42:58.042,0,0,0
2484,2022-09-30 20:34:46.758,1,0,0
4018,2023-01-04 21:02:47.872,0,0,0
2910,2023-01-20 14:26:09.829,0,0,0
1573,2022-09-22 01:04:38.270,1,0,0
3512,2022-11-30 05:30:00.334,0,0,0
2159,2023-01-10 01:27:21.917,0,0,0
3986,2023-01-15 05:12:59.240,0,0,0
1456,2023-01-24 11:00:43.384,1,1,1
3613,2023-01-16 05:39:36.370,1,0,0
3906,2022-09-29 18:23:51.053,0,0,0
3773,2022-11-21 01:39:33.255,0,0,0
737,2022-10-20 07:56:49.114,0,0,0
1637,2022-10-05 04:31:47.869,0,0,0
4034,2022-09-29 19:27:57.532,0,0,0
3171,2022-10-29 05:12:48.638,0,0,0
2468,2023-01-15 01:51:20.283,0,0,0
753,2022-10-01 06:45:19.166,1,0,0
55,2022-12-07 10:16:26.932,0,0,0
2452,2022-12-31 02:33:19.241,1,0,0
3368,2022-12-18 03:04:59.061,0,0,0
657,2022-11-18 20:26:15.350,0,0,0
3837,2022-12-11 08:36:06.298,0,0,0
1717,2022-10-19 04:13:35.190,0,0,0
2207,2022-09-18 05:49:59.328,0,0,0
2340,2022-10-28 19:35:54.515,1,0,0
2175,2022-10-26 14:32:35.066,0,0,0
2894,2022-11-07 00:32:06.532,0,0,0
3203,2022-11-26 20:27:06.119,0,0,0
1621,2023-01-14 07:07:16.654,0,0,0
2601,2022-10-31 21:00:59.226,0,0,0
3091,2022-11-28 10:08:45.511,1,1,1
1488,2022-10-30 14:59:52.036,0,0,0
87,2022-10-28 09:46:57.397,0,0,0
284,2022-10-09 03:48:34.679,0,0,0
1802,2022-10-25 03:18:01.800,0,0,0
1765,2022-12-21 02:22:58.691,0,0,0
2633,2022-09-16 20:22:37.854,0,0,0
2761,2022-12-22 11:29:54.293,1,1,0
1749,2023-01-14 05:03:36.429,0,0,0
23,2022-09-04 17:27:12.974,1,0,0
2191,2022-09-22 18:47:08.918,0,0,0
2500,2022-11-20 15:06:53.127,0,0,0
2585,2022-10-11 10:53:14.840,0,0,0
822,2023-01-30 02:17:15.522,0,0,0
1850,2023-01-17 23:50:59.974,1,0,0
247,2022-09-17 23:33:49.407,0,0,0
3480,2023-01-18 23:41:13.111,0,0,0
641,2023-01-08 13:54:45.235,0,0,0
3006,2023-01-23 08:53:34.957,0,0,0
1014,2022-09-15 13:51:33.332,0,0,0
1243,2022-09-30 06:48:49.703,0,0,0
183,2022-09-27 12:28:44.762,0,0,0
3709,2022-10-18 02:30:15.923,0,0,0
545,2023-01-17 17:14:13.593,0,0,0
513,2022-09-11 05:31:34.828,0,0,0
3821,2022-12-11 21:51:41.566,1,0,0
790,2022-10-18 15:26:05.003,0,0,0
3432,2023-01-15 10:28:00.008,0,0,0
1051,2022-09-21 07:03:50.451,0,0,0
4082,2022-11-30 15:27:20.553,0,0,0
2095,2022-10-18 10:11:24.966,1,0,0
3283,2022-10-26 06:34:05.700,0,0,0
1541,2022-12-05 05:27:07.691,1,0,0
3858,2022-12-08 12:10:21.372,0,0,0
3123,2023-01-11 19:03:59.374,0,0,0
870,2023-01-08 14:22:04.225,0,0,0
3757,2023-01-28 02:16:06.995,0,0,0
1701,2022-11-26 13:38:28.578,0,0,0
2793,2022-12-13 03:48:21.130,1,1,1
492,2022-10-04 12:02:13.747,1,1,1
625,2023-01-19 13:33:00.860,0,0,0
396,2022-11-21 06:22:03.064,0,0,0
7,2022-12-23 00:11:33.370,0,0,0
215,2022-09-08 14:49:45.759,0,0,0
721,2022-10-06 22:06:56.470,1,1,1
918,2022-11-29 20:07:55.762,1,1,1
966,2023-01-21 01:49:14.221,0,0,0
1866,2022-11-17 10:46:04.600,1,0,0
3384,2023-01-30 10:35:46.955,0,0,0
2830,2022-12-28 04:29:49.069,0,0,0
428,2022-10-26 19:16:44.939,0,0,0
902,2022-12-30 18:06:51.392,0,0,0
2569,2022-10-09 21:34:18.732,0,0,0
1131,2022-12-03 06:37:28.347,0,0,0
268,2022-10-02 18:45:52.404,0,0,0
3970,2022-09-04 20:28:57.385,1,1,0
476,2022-10-06 07:55:05.124,0,0,0
3842,2022-12-19 14:35:36.887,0,0,0
2516,2023-01-07 22:12:15.738,1,1,0
1589,2023-01-19 20:56:50.714,0,0,0
1818,2023-01-12 11:51:00.133,1,0,0
529,2022-12-18 08:14:41.726,0,0,0
3299,2023-01-26 05:15:03.039,0,0,0
2926,2022-10-31 03:09:08.586,0,0,0
2532,2023-01-05 09:22:47.086,0,0,0
3629,2022-11-18 13:11:34.844,1,0,0
412,2022-09-02 04:30:15.039,0,0,0
886,2022-09-09 02:41:33.206,0,0,0
2420,2022-12-19 15:18:42.462,0,0,0
3107,2022-12-09 11:15:12.809,0,0,0
1424,2022-09-30 07:17:33.700,0,0,0
1259,2022-12-31 12:07:59.341,0,0,0
3661,2022-11-01 02:14:14.980,0,0,0
2127,2022-11-04 20:07:36.062,0,0,0
2958,2022-10-12 09:25:57.220,1,1,1
380,2022-12-17 13:40:48.746,0,0,0
460,2023-01-01 11:02:19.825,1,0,0
1067,2022-11-28 21:02:09.423,0,0,0
3075,2022-10-21 15:50:19.107,1,0,0
4050,2022-12-23 16:38:34.100,0,0,0
1520,2022-11-11 02:35:43.176,0,0,0
2143,2022-11-01 14:04:15.443,0,0,0
3938,2022-12-03 18:20:05.753,0,0,0
673,2022-10-22 19:42:26.140,0,0,0
300,2023-01-13 05:36:19.111,0,0,0
854,2023-01-29 20:26:57.297,0,0,0
2026,2023-01-06 18:50:07.165,0,0,0
1344,2022-10-01 20:50:38.176,1,0,0
1163,2022-11-15 10:50:05.205,0,0,0
4066,2022-09-08 01:54:39.808,0,0,0
3054,2022-11-11 21:37:57.042,0,0,0
1083,2022-12-15 13:38:24.407,0,0,0
199,2022-11-24 10:32:09.237,0,0,0
3139,2022-12-09 21:04:43.347,0,0,0
3336,2022-12-06 19:18:00.508,1,0,0
1946,2022-12-30 22:06:31.823,0,0,0
2681,2022-11-16 01:29:56.732,0,0,0
1504,2023-01-20 07:48:59.235,1,0,0
2436,2023-01-23 06:48:39.445,0,0,0
2079,2023-01-26 11:09:24.924,0,0,0
1392,2022-10-05 07:22:49.579,0,0,0
1408,2022-10-30 21:36:20.709,0,0,0
561,2022-12-20 01:33:56.158,0,0,0
1669,2023-01-18 05:49:39.132,0,0,0
3874,2022-10-23 13:14:02.835,0,0,0
2404,2022-12-12 10:46:55.739,0,0,0
3597,2022-12-17 17:39:12.093,0,0,0
2324,2022-12-10 13:03:59.697,1,0,0
1733,2022-09-15 08:31:27.830,0,0,0
3251,2022-11-05 02:08:02.402,1,1,1
3038,2022-12-14 18:33:05.128,0,0,0
1211,2023-01-21 13:11:39.671,0,0,0
231,2022-12-28 01:52:54.053,0,0,0
3496,2022-11-22 06:55:42.841,0,0,0
934,2022-09-10 06:17:17.711,0,0,0
982,2023-01-15 12:34:37.381,1,1,1
3155,2022-09-28 13:55:02.573,1,1,1
3725,2022-11-12 00:18:02.916,0,0,0
2777,2022-10-07 01:59:09.581,0,0,0
2713,2022-11-16 02:41:19.093,0,0,0
3576,2022-12-10 10:03:34.085,0,0,0
1978,2022-11-10 03:41:48.399,0,0,0
119,2022-10-21 06:33:29.188,0,0,0
2942,2022-12-17 05:58:04.237,0,0,0
364,2022-10-08 18:39:05.661,1,0,0
1280,2023-01-07 19:02:26.727,1,0,0
1227,2022-11-05 20:46:57.060,0,0,0
1472,2022-10-25 04:51:50.455,0,0,0
3416,2022-09-05 18:48:29.689,0,0,0
444,2022-12-30 01:17:16.820,0,0,0
609,2022-12-14 04:06:34.861,0,0,0
1275,2022-09-09 04:34:39.225,0,0,0
2239,2022-09-12 12:37:35.083,0,0,0
1557,2022-12-28 22:25:12.370,1,1,0
3693,2023-01-11 15:33:13.214,1,0,0
1360,2022-09-15 04:01:53.333,1,0,0
2809,2023-01-29 21:14:40.064,0,0,0
3560,2022-12-13 03:57:40.075,0,0,0
2745,2023-01-04 22:39:06.475,0,0,0
1376,2022-10-22 04:30:30.723,1,0,0
2287,2022-12-15 10:46:20.186,0,0,0
2111,2022-11-01 02:02:02.017,0,0,0
1901,2023-01-03 11:06:46.608,0,0,0
3642,2022-09-11 01:14:43.517,0,0,0
3025,2022-11-01 15:09:31.433,0,0,0
793,2022-10-31 23:34:05.705,0,0,0
638,2022-11-24 05:14:44.642,0,0,0
3339,2023-01-10 15:42:54.947,0,0,0
1283,2022-10-01 00:01:42.579,0,0,0
857,2022-11-24 15:25:17.273,0,0,0
164,2023-01-20 05:32:10.494,0,0,0
889,2022-11-12 19:07:46.904,0,0,0
287,2022-12-12 08:17:26.562,0,0,0
3973,2022-11-21 11:27:49.473,1,0,0
2582,2022-11-29 17:59:02.006,0,0,0
1650,2022-09-24 04:39:59.949,1,1,1
2503,2022-12-12 04:52:25.911,0,0,0
116,2023-01-25 23:12:49.541,0,0,0
2300,2022-10-12 17:00:22.501,0,0,0
969,2023-01-28 01:21:51.705,0,0,0
1933,2022-09-23 00:18:23.552,0,0,0
2710,2023-01-09 05:38:07.936,0,0,0
3041,2022-11-02 08:19:32.162,0,0,0
1634,2023-01-08 10:11:28.256,0,0,0
1997,2023-01-31 05:49:29.812,0,0,0
2284,2023-01-27 20:57:50.863,0,0,0
1017,2022-10-09 16:53:38.126,1,0,0
2758,2022-12-05 08:37:25.315,1,0,0
2311,2022-11-30 04:02:41.742,0,0,0
654,2022-11-16 18:26:00.934,0,0,0
319,2022-11-03 11:22:01.401,0,0,0
558,2022-11-01 14:33:11.442,1,0,0
1869,2022-11-30 18:48:41.739,0,0,0
750,2022-10-19 22:06:11.016,1,0,0
3610,2022-10-03 14:08:30.271,0,0,0
1112,2023-01-20 05:40:59.233,1,0,0
1853,2022-10-02 04:13:59.467,0,0,0
1778,2023-01-16 15:30:17.807,0,0,0
447,2022-12-03 12:47:57.740,0,0,0
1885,2022-09-30 18:18:01.741,1,0,0
3941,2023-01-31 20:22:56.121,0,0,0
1837,2022-09-19 18:36:42.239,0,0,0
1746,2022-11-19 02:42:59.156,0,0,0
937,2022-10-05 10:05:25.828,0,0,0
1618,2022-09-21 09:18:38.651,0,0,0
3483,2022-10-06 18:34:54.907,1,0,0
3786,2022-11-04 22:37:47.897,1,1,1
132,2023-01-26 17:10:42.157,1,1,0
3216,2022-12-25 18:42:04.989,0,0,0
1395,2022-12-26 21:52:12.928,0,0,0
3232,2022-11-29 17:34:28.075,0,0,0
