ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1050,0,0,12,0,-12
1051,1,0,21,0,-21
1052,1,1,203,1267,1064
1053,0,0,21,0,-21
1054,1,1,95,1478,1383
1055,0,0,26,0,-26
1056,0,0,13,0,-13
1057,1,0,96,0,-96
1058,0,0,10,0,-10
1059,0,0,247,0,-247
1060,1,1,317,1903,1586
1061,1,1,287,1509,1222
1062,0,0,103,0,-103
1063,0,0,63,0,-63
1064,1,0,21,0,-21
1065,0,0,99,0,-99
1066,1,0,35,0,-35
1067,1,1,581,1574,993
1068,0,0,82,0,-82
1069,1,0,3,0,-3
1070,1,1,1135,1796,661
1071,0,0,2,0,-2
1072,0,0,6,0,-6
1073,0,0,146,0,-146
1074,0,0,54,0,-54
1075,1,0,90,0,-90
1076,0,0,108,0,-108
1077,1,1,1032,1725,693
1078,1,0,24,0,-24
1079,1,0,21,0,-21
1080,1,1,306,1850,1544
1081,0,0,59,0,-59
1082,1,0,33,0,-33
1083,1,0,29,0,-29
1084,1,1,1396,1296,-100
1085,0,0,58,0,-58
1086,0,0,14,0,-14
1087,1,0,34,0,-34
1088,0,0,2,0,-2
1089,0,0,118,0,-118
1090,0,0,35,0,-35
1091,0,0,119,0,-119
1092,1,1,1080,2504,1424
1093,1,1,133,1318,1185
1094,0,0,3,0,-3
1095,1,0,44,0,-44
1096,1,0,1,0,-1
1097,1,1,412,1311,899
1098,1,0,59,0,-59
1099,1,1,255,2444,2189
1100,0,0,28,0,-28
1101,1,1,329,1409,1080
1102,1,1,100,1630,1530
1103,0,0,41,0,-41
1104,0,0,26,0,-26
1105,1,0,95,0,-95
1106,0,0,40,0,-40
1107,1,0,24,0,-24
1108,0,0,268,0,-268
1109,1,0,31,0,-31
1110,0,0,104,0,-104
1111,1,1,829,1210,381
1112,1,0,39,0,-39
1113,1,0,4,0,-4
1114,0,0,32,0,-32
1115,0,0,25,0,-25
1116,1,0,2,0,-2
1117,1,1,443,1414,971
1118,1,0,82,0,-82
1119,0,0,13,0,-13
1120,1,0,155,0,-155
1121,1,0,0,0,0
1122,1,0,102,0,-102
1123,1,1,790,1320,530
1124,1,0,96,0,-96
1125,0,0,55,0,-55
1126,1,1,450,1747,1297
1127,1,0,12,0,-12
1128,1,0,11,0,-11
1129,1,0,195,0,-195
1130,1,0,12,0,-12
1131,0,0,49,0,-49
1132,1,1,809,2193,1384
1133,0,0,50,0,-50
1134,0,0,180,0,-180
1135,1,0,178,0,-178
1136,1,0,54,0,-54
1137,0,0,0,0,0
1138,1,0,56,0,-56
1139,0,0,90,0,-90
1140,0,0,12,0,-12
1141,1,1,103,1278,1175
1142,1,1,703,1811,1108
1143,1,1,1306,1227,-79
1144,1,0,39,0,-39
1145,1,1,1241,1269,28
1146,0,0,34,0,-34
1147,1,1,418,1337,919
1148,1,0,4,0,-4
1149,1,0,39,0,-39
1150,0,0,37,0,-37
1151,0,0,37,0,-37
1152,0,0,28,0,-28
1153,1,0,50,0,-50
1154,0,0,9,0,-9
1155,1,1,258,1235,977
1156,0,0,45,0,-45
1157,1,0,29,0,-29
1158,1,0,39,0,-39
1159,1,0,11,0,-11
1160,0,0,48,0,-48
1161,1,1,1581,1809,228
1162,0,0,2,0,-2
1163,0,0,22,0,-22
1164,1,0,44,0,-44
1165,1,0,46,0,-46
1166,1,0,51,0,-51
1167,0,0,38,0,-38
1168,0,0,68,0,-68
1169,1,0,78,0,-78
1170,0,0,197,0,-197
1171,1,1,133,1600,1467
1172,1,1,541,2068,1527
1173,1,1,1124,2744,1620
1174,1,1,181,1289,1108
1175,1,0,19,0,-19
1176,1,0,0,0,0
1177,1,0,91,0,-91
1178,1,1,857,1837,980
1179,1,0,9,0,-9
1180,0,0,25,0,-25
1181,1,0,35,0,-35
1182,0,0,4,0,-4
1183,1,0,1,0,-1
1184,1,1,490,1259,769
1185,0,0,1,0,-1
1186,0,0,29,0,-29
1187,1,0,25,0,-25
1188,1,1,1448,1318,-130
1189,1,1,156,1397,1241
1190,1,1,334,1214,880
1191,1,1,1090,1292,202
1192,0,0,16,0,-16
1193,1,1,721,1413,692
1194,1,1,114,1257,1143
1195,1,0,34,0,-34
1196,0,0,3,0,-3
1197,0,0,66,0,-66
1198,1,1,548,1465,917
1199,1,1,1972,2188,216
1200,0,0,47,0,-47
1201,0,0,5,0,-5
1202,0,0,50,0,-50
1203,1,1,75,1209,1134
1204,1,0,52,0,-52
1205,1,1,145,1224,1079
1206,1,0,114,0,-114
1207,1,0,76,0,-76
1208,0,0,91,0,-91
1209,1,1,337,1491,1154
1210,1,0,284,0,-284
1211,0,0,5,0,-5
1212,0,0,4,0,-4
1213,0,0,81,0,-81
1214,1,0,30,0,-30
1215,1,0,0,0,0
1216,1,1,584,2489,1905
1217,1,1,1068,1258,190
1218,0,0,28,0,-28
1219,1,0,22,0,-22
1220,1,0,41,0,-41
1221,0,0,68,0,-68
1222,0,0,95,0,-95
1223,1,1,398,1300,902
1224,1,1,131,2010,1879
1225,0,0,85,0,-85
1226,0,0,1,0,-1
1227,1,0,113,0,-113
1228,1,0,75,0,-75
1229,1,1,1155,1763,608
1230,1,1,492,1445,953
1231,0,0,5,0,-5
1232,1,0,36,0,-36
1233,1,0,3,0,-3
1234,1,0,72,0,-72
1235,0,0,31,0,-31
1236,1,0,19,0,-19
1237,0,0,123,0,-123
1238,0,0,4,0,-4
1239,1,0,3,0,-3
1240,0,0,9,0,-9
1241,0,0,8,0,-8
1242,0,0,25,0,-25
1243,0,0,12,0,-12
1244,1,1,144,1398,1254
1245,0,0,8,0,-8
1246,1,1,293,1265,972
1247,1,1,278,1235,957
1248,1,1,690,1260,570
1249,1,1,1931,1201,-730
1250,0,0,44,0,-44
1251,1,1,184,3665,3481
1252,1,1,922,1364,442
1253,0,0,106,0,-106
1254,1,1,289,1562,1273
1255,1,1,285,1657,1372
1256,0,0,50,0,-50
1257,0,0,39,0,-39
1258,1,1,441,1601,1160
1259,0,0,90,0,-90
1260,1,1,485,1843,1358
1261,0,0,49,0,-49
1262,0,0,62,0,-62
1263,0,0,49,0,-49
1264,0,0,41,0,-41
1265,1,1,443,1437,994
1266,0,0,11,0,-11
1267,0,0,149,0,-149
1268,1,1,119,1209,1090
1269,0,0,117,0,-117
1270,1,0,35,0,-35
1271,1,1,270,1226,956
1272,1,1,358,1374,1016
1273,0,0,132,0,-132
1274,1,1,285,1658,1373
1275,0,0,17,0,-17
1276,0,0,176,0,-176
1277,0,0,30,0,-30
1278,1,1,304,6950,6646
1279,1,1,399,1699,1300
1280,0,0,6,0,-6
1281,1,0,149,0,-149
1282,0,0,62,0,-62
1283,0,0,70,0,-70
1284,0,0,53,0,-53
1285,1,1,337,1538,1201
1286,1,0,10,0,-10
1287,1,0,104,0,-104
1288,1,1,1081,1285,204
1289,0,0,72,0,-72
1290,1,0,24,0,-24
1291,1,0,144,0,-144
1292,0,0,26,0,-26
1293,1,0,65,0,-65
1294,1,0,87,0,-87
1295,0,0,71,0,-71
1296,1,0,24,0,-24
1297,1,1,1032,1377,345
1298,1,1,129,1929,1800
1299,1,1,307,1779,1472
1300,1,1,470,1307,837
1301,0,0,53,0,-53
1302,0,0,82,0,-82
1303,1,1,527,1805,1278
1304,1,1,186,1345,1159
1305,0,0,133,0,-133
1306,1,1,687,1625,938
1307,1,1,438,1238,800
1308,1,1,325,1238,913
1309,1,1,1501,2463,962
1310,0,0,21,0,-21
1311,0,0,43,0,-43
1312,0,0,16,0,-16
1313,1,1,162,1228,1066
1314,0,0,3,0,-3
1315,0,0,24,0,-24
1316,0,0,70,0,-70
1317,0,0,14,0,-14
1318,0,0,40,0,-40
1319,0,0,38,0,-38
1320,0,0,3,0,-3
1321,1,1,1428,1388,-40
1322,1,0,28,0,-28
1323,1,1,845,1459,614
1324,1,1,478,1420,942
1325,1,0,1,0,-1
1326,0,0,39,0,-39
1327,1,0,35,0,-35
1328,1,0,54,0,-54
1329,0,0,115,0,-115
1330,1,0,325,0,-325
1331,1,0,54,0,-54
1332,0,0,24,0,-24
1333,1,0,6,0,-6
1334,1,1,531,1711,1180
1335,1,1,302,2563,2261
1336,1,1,181,1396,1215
1337,1,0,38,0,-38
1338,1,1,804,1214,410
1339,0,0,50,0,-50
1340,1,0,32,0,-32
1341,1,1,21,1219,1198
1342,1,0,65,0,-65
1343,0,0,16,0,-16
1344,1,0,11,0,-11
1345,1,1,135,1274,1139
1346,0,0,0,0,0
1347,0,0,37,0,-37
1348,1,1,132,1449,1317
1349,1,0,12,0,-12
1350,1,0,4,0,-4
1351,1,0,2,0,-2
1352,0,0,89,0,-89
1353,1,1,416,1331,915
1354,1,0,212,0,-212
1355,1,1,133,1302,1169
1356,1,1,1713,1863,150
1357,0,0,5,0,-5
1358,0,0,25,0,-25
1359,0,0,122,0,-122
1360,0,0,27,0,-27
1361,1,0,42,0,-42
1362,1,0,2,0,-2
1363,1,1,683,1305,622
1364,0,0,34,0,-34
1365,1,0,52,0,-52
1366,1,1,69,1590,1521
1367,1,1,1653,1404,-249
1368,1,1,575,1600,1025
1369,0,0,39,0,-39
1370,1,0,6,0,-6
1371,1,0,32,0,-32
1372,1,0,28,0,-28
1373,1,1,202,2045,1843
1374,1,1,194,1512,1318
1375,0,0,12,0,-12
1376,1,1,109,3068,2959
1377,1,1,165,1230,1065
1378,1,1,1958,1279,-679
1379,1,0,55,0,-55
1380,1,0,52,0,-52
1381,0,0,20,0,-20
1382,1,1,97,1317,1220
1383,1,0,179,0,-179
1384,1,1,170,1650,1480
1385,1,1,347,1286,939
1386,1,0,21,0,-21
1387,0,0,137,0,-137
1388,1,0,98,0,-98
1389,1,0,13,0,-13
1390,1,0,13,0,-13
1391,0,0,9,0,-9
1392,1,0,15,0,-15
1393,1,0,167,0,-167
1394,1,0,172,0,-172
1395,1,0,47,0,-47
1396,0,0,36,0,-36
1397,1,0,36,0,-36
1398,0,0,161,0,-161
1399,1,0,109,0,-109
1400,1,0,27,0,-27
1401,1,1,102,1225,1123
1402,1,0,14,0,-14
1403,1,0,85,0,-85
1404,0,0,158,0,-158
1405,1,0,9,0,-9
1406,1,1,428,1593,1165
1407,0,0,5,0,-5
1408,0,0,25,0,-25
1409,1,0,21,0,-21
1410,0,0,32,0,-32
1411,0,0,16,0,-16
1412,1,1,455,1240,785
1413,0,0,23,0,-23
1414,0,0,117,0,-117
1415,1,0,33,0,-33
1416,0,0,25,0,-25
1417,0,0,63,0,-63
1418,1,1,225,1700,1475
1419,0,0,53,0,-53
1420,1,1,1217,1284,67
1421,1,1,242,1268,1026
1422,1,0,39,0,-39
1423,1,1,915,1289,374
1424,1,0,40,0,-40
1425,1,1,466,2151,1685
1426,0,0,9,0,-9
1427,1,0,104,0,-104
1428,0,0,47,0,-47
1429,1,0,159,0,-159
1430,1,0,6,0,-6
1431,0,0,121,0,-121
1432,1,0,32,0,-32
1433,0,0,32,0,-32
1434,1,0,4,0,-4
1435,1,1,2258,1368,-890
1436,0,0,8,0,-8
1437,1,0,4,0,-4
1438,0,0,9,0,-9
1439,0,0,51,0,-51
1440,0,0,50,0,-50
1441,0,0,41,0,-41
1442,0,0,74,0,-74
1443,0,0,34,0,-34
1444,0,0,91,0,-91
1445,0,0,84,0,-84
1446,0,0,15,0,-15
1447,1,1,437,10785,10348
1448,0,0,17,0,-17
1449,0,0,243,0,-243
1450,1,1,1156,2349,1193
1451,0,0,25,0,-25
1452,1,0,120,0,-120
1453,1,0,28,0,-28
1454,1,1,2183,1335,-848
1455,1,0,3,0,-3
1456,1,1,406,1795,1389
1457,0,0,95,0,-95
1458,1,0,20,0,-20
1459,1,1,76,1226,1150
1460,0,0,58,0,-58
1461,0,0,22,0,-22
1462,1,1,77,1345,1268
1463,1,1,423,1251,828
1464,1,0,38,0,-38
1465,1,1,588,1724,1136
1466,1,0,15,0,-15
1467,1,0,101,0,-101
1468,1,1,463,1637,1174
1469,0,0,244,0,-244
1470,1,1,523,1395,872
1471,0,0,41,0,-41
1472,1,0,0,0,0
1473,0,0,189,0,-189
1474,0,0,128,0,-128
1475,1,0,6,0,-6
1476,0,0,64,0,-64
1477,0,0,111,0,-111
1478,0,0,57,0,-57
1479,1,0,18,0,-18
1480,0,0,142,0,-142
1481,1,1,74,1392,1318
1482,1,1,506,2535,2029
1483,0,0,219,0,-219
1484,1,1,162,1651,1489
1485,0,0,123,0,-123
1486,0,0,181,0,-181
1487,0,0,19,0,-19
1488,0,0,19,0,-19
1489,0,0,112,0,-112
1490,0,0,46,0,-46
1491,0,0,67,0,-67
1492,0,0,18,0,-18
1493,0,0,93,0,-93
1494,1,0,81,0,-81
1495,0,0,0,0,0
1496,1,1,240,1769,1529
1497,0,0,178,0,-178
1498,0,0,36,0,-36
1499,1,1,300,1391,1091
1500,0,0,40,0,-40
1501,0,0,9,0,-9
1502,0,0,52,0,-52
1503,0,0,1,0,-1
1504,0,0,164,0,-164
1505,0,0,43,0,-43
1506,0,0,15,0,-15
1507,1,0,21,0,-21
1508,1,1,123,1980,1857
1509,0,0,43,0,-43
1510,1,0,9,0,-9
1511,0,0,55,0,-55
1512,1,0,103,0,-103
1513,1,0,2,0,-2
1514,0,0,21,0,-21
1515,0,0,6,0,-6
1516,1,1,282,1397,1115
1517,1,0,41,0,-41
1518,1,1,781,1605,824
1519,0,0,21,0,-21
1520,0,0,24,0,-24
1521,0,0,36,0,-36
1522,1,1,335,2232,1897
1523,0,0,28,0,-28
1524,0,0,21,0,-21
1525,1,0,76,0,-76
1526,1,0,5,0,-5
1527,1,1,507,1746,1239
1528,0,0,38,0,-38
1529,0,0,2,0,-2
1530,1,0,8,0,-8
1531,1,0,103,0,-103
1532,1,0,136,0,-136
1533,0,0,46,0,-46
1534,0,0,8,0,-8
1535,1,1,459,1442,983
1536,0,0,28,0,-28
1537,0,0,7,0,-7
1538,1,1,882,1826,944
1539,0,0,71,0,-71
1540,1,0,41,0,-41
1541,1,0,149,0,-149
1542,1,0,25,0,-25
1543,0,0,22,0,-22
1544,1,1,454,1273,819
1545,1,0,45,0,-45
1546,0,0,111,0,-111
1547,1,1,638,1382,744
1548,1,1,678,1295,617
1549,1,1,296,1629,1333
1550,0,0,18,0,-18
1551,0,0,21,0,-21
1552,1,0,64,0,-64
1553,0,0,38,0,-38
1554,1,0,60,0,-60
1555,1,0,45,0,-45
1556,1,0,10,0,-10
1557,0,0,114,0,-114
1558,0,0,3,0,-3
1559,1,0,1,0,-1
1560,1,0,17,0,-17
1561,1,1,658,1447,789
1562,1,0,4,0,-4
1563,1,0,87,0,-87
1564,0,0,14,0,-14
1565,1,0,8,0,-8
1566,1,0,77,0,-77
1567,0,0,49,0,-49
1568,0,0,17,0,-17
1569,1,0,2,0,-2
1570,0,0,50,0,-50
1571,1,0,7,0,-7
1572,1,0,49,0,-49
1573,1,0,67,0,-67
1574,0,0,97,0,-97
1575,1,1,34,1778,1744
1576,1,1,415,2756,2341
1577,0,0,44,0,-44
1578,1,0,0,0,0
1579,1,0,20,0,-20
1580,0,0,124,0,-124
1581,1,0,10,0,-10
1582,0,0,27,0,-27
1583,0,0,51,0,-51
1584,1,1,1226,1510,284
1585,0,0,12,0,-12
1586,0,0,24,0,-24
1587,0,0,5,0,-5
1588,1,1,433,1297,864
1589,1,1,974,1356,382
1590,1,1,123,1438,1315
1591,0,0,243,0,-243
1592,0,0,6,0,-6
1593,1,1,139,1231,1092
1594,1,1,290,3012,2722
1595,1,1,605,1319,714
1596,1,1,352,1858,1506
1597,1,1,88,1360,1272
1598,0,0,50,0,-50
1599,1,0,37,0,-37
1600,1,1,100,1593,1493
1601,1,1,245,1582,1337
1602,1,1,250,1314,1064
1603,1,1,570,2512,1942
1604,0,0,29,0,-29
1605,0,0,24,0,-24
1606,0,0,17,0,-17
1607,0,0,103,0,-103
1608,1,1,357,1599,1242
1609,1,0,57,0,-57
1610,0,0,42,0,-42
1611,0,0,163,0,-163
1612,0,0,35,0,-35
1613,1,1,700,1305,605
1614,1,0,10,0,-10
1615,0,0,2,0,-2
1616,1,1,29,1568,1539
1617,1,0,116,0,-116
1618,1,0,61,0,-61
1619,0,0,137,0,-137
1620,1,1,773,1600,827
1621,1,0,147,0,-147
1622,1,1,282,1610,1328
1623,0,0,38,0,-38
1624,1,0,35,0,-35
1625,0,0,51,0,-51
1626,0,0,14,0,-14
1627,1,0,53,0,-53
1628,1,0,53,0,-53
1629,0,0,29,0,-29
1630,0,0,3,0,-3
1631,1,0,8,0,-8
1632,0,0,60,0,-60
1633,0,0,7,0,-7
1634,1,1,1333,2201,868
1635,0,0,23,0,-23
1636,1,1,40,1515,1475
1637,0,0,92,0,-92
1638,1,1,2142,1564,-578
1639,0,0,16,0,-16
1640,1,0,12,0,-12
1641,1,0,25,0,-25
1642,1,0,7,0,-7
1643,1,0,0,0,0
1644,0,0,8,0,-8
1645,1,0,15,0,-15
1646,0,0,64,0,-64
1647,1,1,91,1415,1324
1648,0,0,30,0,-30
1649,1,0,64,0,-64
1650,1,1,224,1774,1550
1651,0,0,14,0,-14
1652,0,0,45,0,-45
1653,1,1,254,1452,1198
1654,1,1,212,1476,1264
1655,1,0,84,0,-84
1656,1,1,111,1454,1343
1657,1,1,629,1515,886
1658,0,0,109,0,-109
1659,0,0,140,0,-140
1660,0,0,16,0,-16
1661,1,0,10,0,-10
1662,1,0,34,0,-34
1663,1,0,49,0,-49
1664,1,1,87,1356,1269
1665,1,1,281,3442,3161
1666,1,1,748,1273,525
1667,1,0,48,0,-48
1668,1,0,18,0,-18
1669,1,0,2,0,-2
1670,0,0,61,0,-61
1671,0,0,31,0,-31
1672,1,0,61,0,-61
1673,0,0,43,0,-43
1674,0,0,8,0,-8
1675,1,1,325,1276,951
1676,0,0,60,0,-60
1677,0,0,21,0,-21
1678,1,1,367,1675,1308
1679,0,0,58,0,-58
1680,0,0,20,0,-20
1681,0,0,36,0,-36
1682,1,0,4,0,-4
1683,0,0,6,0,-6
1684,1,1,766,1500,734
1685,0,0,11,0,-11
1686,1,0,45,0,-45
1687,1,1,528,1388,860
1688,0,0,56,0,-56
1689,1,0,120,0,-120
1690,0,0,9,0,-9
1691,1,1,178,1341,1163
1692,1,0,59,0,-59
1693,1,0,116,0,-116
1694,0,0,14,0,-14
1695,0,0,43,0,-43
1696,0,0,16,0,-16
1697,1,1,186,1480,1294
1698,0,0,120,0,-120
1699,1,1,96,2042,1946
1700,0,0,33,0,-33
1701,0,0,33,0,-33
1702,0,0,38,0,-38
1703,0,0,31,0,-31
1704,1,1,201,1212,1011
1705,1,1,260,2161,1901
1706,0,0,17,0,-17
1707,1,1,687,1514,827
1708,1,0,18,0,-18
1709,0,0,281,0,-281
1710,1,0,1,0,-1
1711,1,1,297,1311,1014
1712,1,1,489,2121,1632
1713,0,0,2,0,-2
1714,1,0,129,0,-129
1715,0,0,34,0,-34
1716,0,0,75,0,-75
1717,0,0,38,0,-38
1718,1,1,224,1371,1147
1719,1,1,438,1526,1088
1720,0,0,96,0,-96
1721,0,0,37,0,-37
1722,1,1,129,1251,1122
1723,1,1,811,1268,457
1724,1,1,341,1965,1624
1725,1,1,478,1280,802
1726,1,0,61,0,-61
1727,1,0,41,0,-41
1728,0,0,2,0,-2
1729,0,0,13,0,-13
1730,1,1,169,2088,1919
1731,0,0,212,0,-212
1732,1,0,73,0,-73
1733,1,0,24,0,-24
1734,0,0,16,0,-16
1735,0,0,56,0,-56
1736,0,0,53,0,-53
1737,0,0,22,0,-22
1738,1,1,163,1443,1280
1739,1,1,176,1522,1346
1740,1,1,407,1580,1173
1741,1,1,93,1239,1146
1742,0,0,55,0,-55
1743,1,0,29,0,-29
1744,1,0,41,0,-41
1745,1,0,48,0,-48
1746,1,1,53,4794,4741
1747,0,0,65,0,-65
1748,0,0,4,0,-4
1749,0,0,165,0,-165
1750,1,1,335,1509,1174
1751,1,0,51,0,-51
1752,1,0,22,0,-22
1753,0,0,106,0,-106
1754,1,1,631,1443,812
1755,1,0,67,0,-67
1756,0,0,49,0,-49
1757,0,0,91,0,-91
1758,1,1,305,1325,1020
1759,0,0,12,0,-12
1760,0,0,6,0,-6
1761,1,1,213,1269,1056
1762,0,0,3,0,-3
1763,1,1,1309,1307,-2
1764,0,0,118,0,-118
1765,1,1,1138,1484,346
1766,0,0,5,0,-5
1767,0,0,153,0,-153
1768,1,0,7,0,-7
1769,1,0,24,0,-24
1770,1,0,14,0,-14
1771,1,1,833,1841,1008
1772,1,1,1053,1284,231
1773,1,0,3,0,-3
1774,0,0,86,0,-86
1775,0,0,56,0,-56
1776,0,0,25,0,-25
1777,1,1,234,1242,1008
1778,0,0,5,0,-5
1779,0,0,74,0,-74
1780,1,1,732,1264,532
1781,0,0,20,0,-20
1782,0,0,13,0,-13
1783,1,1,200,1541,1341
1784,0,0,42,0,-42
1785,0,0,26,0,-26
1786,1,1,381,1453,1072
1787,1,1,176,3008,2832
1788,1,1,388,1557,1169
1789,1,0,27,0,-27
1790,0,0,124,0,-124
1791,1,1,1065,1361,296
1792,1,0,73,0,-73
1793,0,0,1,0,-1
1794,1,0,105,0,-105
1795,1,0,8,0,-8
1796,0,0,22,0,-22
1797,0,0,59,0,-59
1798,0,0,11,0,-11
1799,1,0,7,0,-7
1800,0,0,59,0,-59
1801,1,0,46,0,-46
1802,1,0,7,0,-7
1803,1,0,0,0,0
1804,0,0,29,0,-29
1805,0,0,160,0,-160
1806,0,0,85,0,-85
1807,1,0,68,0,-68
1808,1,0,30,0,-30
1809,1,0,13,0,-13
1810,1,1,225,1332,1107
1811,1,1,59,1346,1287
1812,1,1,266,1388,1122
1813,1,0,65,0,-65
1814,1,1,1016,1531,515
1815,1,1,289,1538,1249
1816,1,0,11,0,-11
1817,0,0,17,0,-17
1818,0,0,33,0,-33
1819,1,0,24,0,-24
1820,1,0,8,0,-8
1821,1,1,1058,1639,581
1822,0,0,16,0,-16
1823,0,0,96,0,-96
1824,0,0,1,0,-1
1825,0,0,61,0,-61
1826,1,1,967,1568,601
1827,0,0,111,0,-111
1828,0,0,10,0,-10
1829,1,0,116,0,-116
1830,1,0,83,0,-83
1831,1,0,8,0,-8
1832,1,1,2187,1955,-232
1833,1,0,19,0,-19
1834,0,0,100,0,-100
1835,0,0,100,0,-100
1836,0,0,90,0,-90
1837,0,0,32,0,-32
1838,0,0,38,0,-38
1839,0,0,2,0,-2
1840,1,0,33,0,-33
1841,1,0,43,0,-43
1842,1,0,45,0,-45
1843,1,1,468,1217,749
1844,0,0,35,0,-35
1845,1,1,65,1663,1598
1846,0,0,152,0,-152
1847,1,0,126,0,-126
1848,1,0,171,0,-171
1849,1,0,13,0,-13
1850,1,0,24,0,-24
1851,1,0,7,0,-7
1852,1,0,2,0,-2
1853,0,0,37,0,-37
1854,1,0,25,0,-25
1855,0,0,23,0,-23
1856,0,0,41,0,-41
1857,1,0,22,0,-22
1858,1,1,87,1204,1117
1859,1,0,53,0,-53
1860,1,1,663,1872,1209
1861,0,0,23,0,-23
1862,1,0,28,0,-28
1863,0,0,17,0,-17
1864,0,0,123,0,-123
1865,1,1,115,1459,1344
1866,1,1,238,1310,1072
1867,0,0,4,0,-4
1868,0,0,40,0,-40
1869,0,0,98,0,-98
1870,1,1,310,1586,1276
1871,0,0,49,0,-49
1872,0,0,75,0,-75
1873,0,0,53,0,-53
1874,0,0,73,0,-73
1875,1,1,199,1229,1030
1876,1,0,88,0,-88
1877,1,0,109,0,-109
1878,1,0,69,0,-69
1879,1,1,348,3269,2921
1880,1,0,69,0,-69
1881,1,0,25,0,-25
1882,0,0,0,0,0
1883,1,1,236,1478,1242
1884,0,0,0,0,0
1885,0,0,7,0,-7
1886,1,0,67,0,-67
1887,1,1,436,1258,822
1888,1,1,872,2510,1638
1889,1,0,17,0,-17
1890,1,1,528,1585,1057
1891,1,1,245,1200,955
1892,1,0,12,0,-12
1893,1,1,140,2840,2700
1894,1,0,41,0,-41
1895,1,1,137,2310,2173
1896,0,0,20,0,-20
1897,1,1,2118,1538,-580
1898,0,0,67,0,-67
1899,1,1,735,1338,603
1900,1,1,1402,1864,462
1901,1,1,1009,1211,202
1902,1,0,33,0,-33
1903,1,1,74,2086,2012
1904,0,0,208,0,-208
1905,1,1,832,1206,374
1906,0,0,28,0,-28
1907,1,1,235,2406,2171
1908,1,1,777,1669,892
1909,0,0,37,0,-37
1910,0,0,107,0,-107
1911,0,0,34,0,-34
1912,1,1,230,1205,975
1913,0,0,2,0,-2
1914,0,0,45,0,-45
1915,1,1,683,1402,719
1916,1,1,577,1948,1371
1917,0,0,36,0,-36
1918,1,1,209,1245,1036
1919,0,0,37,0,-37
1920,1,1,1931,1485,-446
1921,1,1,58,2522,2464
1922,0,0,103,0,-103
1923,0,0,130,0,-130
1924,1,1,881,1556,675
1925,1,0,7,0,-7
1926,1,0,6,0,-6
1927,0,0,57,0,-57
1928,1,1,625,1238,613
1929,1,0,13,0,-13
1930,0,0,76,0,-76
1931,0,0,6,0,-6
1932,0,0,14,0,-14
1933,0,0,123,0,-123
1934,1,1,735,2403,1668
1935,1,0,84,0,-84
1936,0,0,48,0,-48
1937,0,0,18,0,-18
1938,1,0,48,0,-48
1939,0,0,102,0,-102
1940,1,1,55,1845,1790
1941,1,1,209,1280,1071
1942,1,0,57,0,-57
1943,1,1,2048,1376,-672
1944,1,1,499,1875,1376
1945,1,1,334,5425,5091
1946,0,0,157,0,-157
1947,1,0,54,0,-54
1948,0,0,11,0,-11
1949,0,0,149,0,-149
1950,0,0,25,0,-25
1951,1,0,97,0,-97
1952,0,0,21,0,-21
1953,0,0,30,0,-30
1954,0,0,52,0,-52
1955,1,1,54,1233,1179
1956,1,0,5,0,-5
1957,1,1,450,2080,1630
1958,0,0,96,0,-96
1959,0,0,0,0,0
1960,1,1,265,1222,957
1961,1,0,12,0,-12
1962,1,0,114,0,-114
1963,0,0,136,0,-136
1964,0,0,57,0,-57
1965,1,1,164,1936,1772
1966,1,1,334,1220,886
1967,1,0,34,0,-34
1968,1,1,152,1298,1146
1969,1,1,732,4339,3607
1970,1,1,187,1236,1049
1971,0,0,26,0,-26
1972,1,1,1870,1331,-539
1973,1,0,88,0,-88
1974,0,0,150,0,-150
1975,1,1,1120,1360,240
1976,0,0,8,0,-8
1977,1,1,225,1260,1035
1978,1,1,1767,1219,-548
1979,0,0,5,0,-5
1980,0,0,156,0,-156
1981,1,0,110,0,-110
1982,1,1,234,2366,2132
1983,1,0,78,0,-78
1984,1,1,494,1574,1080
1985,1,0,79,0,-79
1986,0,0,79,0,-79
1987,1,1,123,1372,1249
1988,0,0,56,0,-56
1989,0,0,0,0,0
1990,1,1,581,1201,620
1991,1,0,63,0,-63
1992,1,0,45,0,-45
1993,0,0,13,0,-13
1994,1,0,24,0,-24
1995,1,1,746,1664,918
1996,0,0,4,0,-4
1997,0,0,12,0,-12
1998,1,0,204,0,-204
1999,1,0,51,0,-51
2000,1,1,788,3323,2535
2001,1,0,83,0,-83
2002,1,0,112,0,-112
2003,1,1,108,1583,1475
2004,1,1,109,1347,1238
2005,1,1,731,1290,559
2006,1,0,7,0,-7
2007,1,1,306,1267,961
2008,0,0,2,0,-2
2009,1,1,1116,1516,400
2010,1,0,378,0,-378
2011,1,0,52,0,-52
2012,1,1,526,1676,1150
2013,0,0,24,0,-24
2014,0,0,107,0,-107
2015,0,0,3,0,-3
2016,1,0,146,0,-146
2017,0,0,75,0,-75
2018,1,1,104,1545,1441
2019,1,0,47,0,-47
2020,1,1,88,1251,1163
2021,1,0,38,0,-38
2022,1,0,12,0,-12
2023,0,0,10,0,-10
2024,1,0,74,0,-74
2025,1,0,26,0,-26
2026,1,1,599,1434,835
2027,0,0,48,0,-48
2028,0,0,52,0,-52
2029,1,1,1608,1742,134
2030,1,1,186,1348,1162
2031,1,0,78,0,-78
