ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
1469,74,31616.425104757924,0.08522476027023972,1,786,7660,2784,9658
1470,21,22560.183299747478,0.1821761715492763,1,355,7531,2490,9666
1471,49,24777.728072237118,0.03620120794683076,1,322,11127,3668,14473
1472,71,23738.48034359888,0.11999842058612765,0,55,0,0,-55
1473,65,21127.466321567146,0.0055319007293128655,1,96,9794,2471,12169
1474,46,33398.03874906647,0.15845346363737756,1,407,8093,2815,10501
1475,47,20110.982996667455,0.33073538707989664,1,137,5128,2243,7234
1476,18,24360.16992925907,0.16660737353413504,0,5,0,0,-5
1477,40,20114.75937200323,0.5308800691849325,1,358,6258,3303,9203
1478,38,22283.53788800503,0.1943249202783258,0,5,0,0,-5
1479,31,29687.925593945925,0.2387852919794681,1,1027,6706,3217,8896
1480,50,27729.98036053697,0.10304582189661976,0,135,0,0,-135
1481,49,24896.17237162731,0.10659279699778679,1,384,5918,2277,7811
1482,31,40044.88782821841,0.10963954080912224,1,2841,6240,2438,5837
1483,55,20805.873316461344,0.04217668747793805,1,231,9742,2818,12329
1484,43,35374.74159877915,0.07255798067640663,1,1025,5364,3611,7950
1485,37,66233.06901856684,0.3776232953416371,1,529,13301,2296,15068
1486,33,21785.419055646864,0.024201365651811114,1,424,7348,4328,11252
1487,40,41314.28027041097,0.19004946570611095,1,1309,7383,2515,8589
1488,22,24146.079717991226,0.04900552611187277,1,551,6076,2977,8502
1489,72,32447.34811654752,0.040977795996942935,1,179,7255,2528,9604
1490,21,21936.23377708738,0.06983429212832272,0,27,0,0,-27
1491,30,20661.297950007774,0.3654043965410383,0,272,0,0,-272
1492,19,34742.60219119809,0.1384662750261403,1,186,6081,3069,8964
1493,51,22298.507333470865,0.03380205926658036,1,252,5172,2355,7275
1494,33,29185.22108629473,0.00227032280029531,1,153,10237,2378,12462
1495,33,21912.062582560506,0.014149176258178851,1,669,33570,2262,35163
1496,32,22225.941010359234,0.2613951547376088,1,172,10468,4223,14519
1497,71,45607.64362997477,0.15836966933213936,1,1828,5213,3097,6482
1498,39,32755.595574759234,0.28663132039891664,0,2,0,0,-2
1499,18,23154.00830820398,0.3040085283609003,0,33,0,0,-33
1500,28,22930.92166075144,0.06693067894227428,1,718,4791,2825,6898
1501,56,31575.429329681825,0.30601753771292367,0,198,0,0,-198
1502,18,21634.792971349856,0.0861619396916174,1,626,10102,2949,12425
1503,29,22338.83434163843,0.013674978974008246,1,564,11143,2392,12971
1504,25,21192.974019384914,0.23084218149070568,1,30,5822,2332,8124
1505,50,25714.157368899054,0.15154983719973494,1,432,4814,4559,8941
1506,32,22716.511723309355,0.0930698259965426,1,261,4897,2722,7358
1507,35,21426.55841442152,0.12195255816735814,0,3,0,0,-3
1508,68,22917.784420256212,0.2633894500801711,1,471,5169,3005,7703
1509,24,20915.959326080854,0.033851557505958835,1,210,6113,4502,10405
1510,46,21454.234892045362,0.05946277545025154,1,465,5706,2465,7706
1511,67,29126.251444691887,0.031244290338754786,0,11,0,0,-11
1512,25,24768.992193007998,0.12509297300835212,1,2913,9467,2888,9442
1513,30,22089.86099987424,0.0041097285766844805,1,1456,11658,8046,18248
1514,48,32453.43195720784,0.008818893839200247,1,128,4859,3336,8067
1515,37,28945.48094703575,0.08439637511594932,0,75,0,0,-75
1516,27,50058.12216540064,0.3196394555620623,0,119,0,0,-119
1517,27,27587.660432708562,0.0680019113245556,1,1207,12882,2616,14291
1518,29,22695.601784807754,0.1390851459945124,1,376,5213,2492,7329
1519,57,20391.532955145387,0.012252008834032855,1,481,5131,2500,7150
1520,19,28136.390298200826,0.10223733674224966,1,749,6851,2298,8400
1521,19,23115.908626879813,0.05130647127752673,1,61,5256,4506,9701
1522,19,29864.095119282898,0.0591584875645203,1,159,9392,2564,11797
1523,27,25829.042819080878,0.006347852269213133,1,14,7621,11052,18659
1524,38,52846.73901740617,0.42053492910835377,1,1052,4757,3830,7535
1525,19,22955.256491569224,0.017369917955922784,0,81,0,0,-81
1526,44,21116.784410029766,0.13361848167548498,1,869,19402,4008,22541
1527,36,44042.42328143233,0.20192237250370673,1,937,8992,2327,10382
1528,24,24641.500774998804,0.09689351193623712,0,27,0,0,-27
1529,53,26314.63863094234,0.019302521845796408,1,514,7056,3109,9651
1530,73,25344.658792033366,0.014141167935152731,1,29,14761,3113,17845
1531,28,20698.36752608633,0.06141333538313221,1,234,17013,2394,19173
1532,70,22729.048231462526,0.04285531090173731,1,294,19118,4454,23278
1533,18,38793.50090860225,0.08222414429358321,0,39,0,0,-39
1534,20,46892.68325498495,0.3851307097110562,1,961,4961,2876,6876
1535,58,21580.37390830583,0.04188545908412758,1,17,10442,3621,14046
1536,42,31038.1634409742,0.3126473061257669,0,26,0,0,-26
1537,29,28283.029162337923,0.24736139258262513,0,3,0,0,-3
1538,31,24233.632783858102,0.04559677738038056,0,12,0,0,-12
1539,21,23717.84691728724,0.00901042720490428,1,389,9429,2521,11561
1540,40,29305.864636347073,0.11777646748007706,1,478,5502,3685,8709
1541,54,36010.86145873627,0.20600200890319614,0,4,0,0,-4
1542,36,29979.133138182282,0.23054000221272122,0,33,0,0,-33
1543,61,20430.710930682275,0.2634468119414454,0,35,0,0,-35
1544,70,29461.578892446014,0.5880087542554404,1,1232,7907,2587,9262
1545,40,21581.881337476592,0.05408945449033591,1,316,9407,2830,11921
1546,18,21683.02928465889,0.03944960835274752,1,129,13077,5021,17969
1547,18,22092.638519600714,0.13026930258861785,1,1098,8776,2712,10390
1548,37,20363.117284907552,0.1504129164444509,1,678,5668,2256,7246
1549,42,23190.074362060885,0.005012755199255339,1,51,5844,3728,9521
1550,44,22610.860693514296,0.03519944318302069,1,427,5982,2540,8095
1551,52,24571.083879687205,0.1999592520853413,1,215,7604,3085,10474
1552,52,25811.06963040207,0.0958869888798697,1,606,6483,2853,8730
1553,32,22276.264416454622,0.15481809872537414,1,781,5441,3150,7810
1554,74,20251.150603366907,0.1902308219556992,1,632,7012,7203,13583
1555,53,42102.76610196159,0.21702129873148768,1,651,5357,2338,7044
1556,33,40123.948289112486,0.4059160637014165,0,142,0,0,-142
1557,69,25685.51933475898,0.02327800285935537,1,281,6128,2281,8128
1558,21,38788.93751397677,0.12568558681367428,1,244,5050,2607,7413
1559,61,22571.433187561328,0.03719823103913881,1,113,6746,2741,9374
1560,43,37121.45342330095,0.15025017902580926,1,571,6157,3030,8616
1561,24,23732.6358957019,0.09840475703243039,1,178,4788,3180,7790
1562,28,40941.737621064334,0.024989619158956974,1,136,10667,3949,14480
1563,33,28814.942600869785,0.16863218146310216,1,1007,6262,2450,7705
1564,25,67239.66827223792,0.07663977613474396,0,30,0,0,-30
1565,41,20279.937827144604,0.38657501937451255,1,131,7484,3207,10560
1566,21,24014.16146853714,0.2019257871799355,1,329,6533,2406,8610
1567,19,23519.83363978056,0.06243319189002736,0,43,0,0,-43
1568,42,20353.292998951405,0.17440235931531875,1,489,36180,3758,39449
1569,23,22354.485958910547,0.0025807799036771718,1,68,5715,2845,8492
1570,56,40662.763302930616,0.0040352805845349895,1,207,18305,5141,23239
1571,74,24486.817092479934,0.2453500884413993,1,362,18269,5827,23734
1572,23,21231.42489127733,0.09156357179903635,1,684,11292,2571,13179
1573,75,31122.02539688626,0.1778194012174686,1,894,22213,7124,28443
1574,30,29255.966953502055,0.20689676872444793,0,93,0,0,-93
1575,57,24806.200692645605,0.17781023210522284,1,212,6924,2377,9089
1576,75,37730.29142784049,0.11011392130505042,1,752,4761,11185,15194
1577,68,23503.256893440233,0.2614271304958829,1,118,5133,2921,7936
1578,47,22464.88089518718,0.08379350921674623,1,385,13813,3237,16665
1579,29,21492.865096811805,0.14901374447004168,1,1517,10106,5529,14118
1580,58,32746.24321559997,0.34012827287346054,0,26,0,0,-26
1581,22,23040.046867773824,0.15818755396539122,1,36,5547,3364,8875
1582,19,28091.071811580703,0.07935977470724169,1,930,4782,2259,6111
1583,26,27701.940689754698,0.20440076334161134,1,332,34992,2274,36934
1584,41,22187.990347463678,0.032301072660651894,1,1118,9237,2939,11058
1585,36,29175.91645707499,0.037130061222471644,1,187,9105,6362,15280
1586,26,26231.383817290847,0.3739203806131133,0,24,0,0,-24
1587,22,23303.81981420068,0.03848243102728949,1,929,4923,2460,6454
1588,30,31239.445654405146,0.18106628571471634,1,1926,5170,3172,6416
1589,22,22538.365474815073,0.34667584685332825,0,17,0,0,-17
1590,26,30684.50689203198,0.049448512895906585,1,94,4916,2586,7408
1591,51,112771.47765581326,0.3954851679072991,0,147,0,0,-147
1592,38,39043.85342207839,0.11501245651732236,1,891,21634,3660,24403
1593,62,72800.69411932504,0.06405445481966715,1,280,4989,2295,7004
1594,50,22633.418494323294,0.5421148001983499,0,0,0,0,0
1595,33,25030.98081769016,0.4225503681124065,1,1805,7618,3297,9110
1596,49,46049.41832130468,0.0995843283358068,0,70,0,0,-70
1597,40,31422.968521510826,0.07792238157901675,1,557,6561,2422,8426
1598,23,25279.986292884674,0.0968906227255178,1,1423,6253,3260,8090
1599,56,26183.264112107572,0.009515125026857583,1,296,6717,2261,8682
1600,47,53519.62393406158,0.06985309696340695,1,522,4866,2466,6810
1601,21,25616.118314420208,0.14433212723659342,1,631,6352,2940,8661
1602,50,20448.42481662425,0.08127665588663241,0,71,0,0,-71
1603,20,26093.583677192953,0.01283716675992517,1,392,8957,3442,12007
1604,18,21025.452225546607,0.029537532741807173,1,724,10192,3891,13359
1605,36,30080.657921668222,0.04920288347000883,1,618,9254,6479,15115
1606,51,20504.33904550642,0.1446970158791666,1,87,5153,3456,8522
1607,36,20659.37598640324,0.00025387117885673815,1,807,4872,2826,6891
1608,33,22088.320680375153,0.2219344823101911,1,368,8155,5968,13755
1609,63,20155.194465830384,0.006914716909560291,1,735,5111,3166,7542
1610,45,39167.75148405197,0.0828534855923732,1,960,17706,4586,21332
1611,63,26302.68292343007,0.10328121951442036,1,171,8064,5026,12919
1612,74,34568.3822400406,0.16995132618392028,1,2073,10835,2466,11228
1613,23,23017.389545425693,0.05683028179422676,1,2524,5326,2510,5312
1614,72,32994.69614271932,0.06296872417729861,1,509,5348,3369,8208
1615,31,26703.082643970785,0.21378305219629207,1,665,11745,2429,13509
1616,23,23983.214351519506,0.17066575129290212,1,537,15197,2518,17178
1617,23,33140.44787334275,0.03212152595931034,1,244,7287,6049,13092
1618,68,22730.62847662318,0.2506325171128807,0,53,0,0,-53
1619,42,22725.265412538192,0.012540789558721878,0,13,0,0,-13
1620,18,132479.60262725875,0.0383244362512176,1,408,4966,2883,7441
1621,55,23836.25103642051,0.2570344903803509,0,67,0,0,-67
1622,35,42543.67231803721,0.006561124477725873,1,723,5058,3450,7785
1623,40,43317.83386984637,0.042411235693794416,1,146,4834,3074,7762
1624,42,28139.65815208592,0.01811346352098183,1,278,4935,2331,6988
1625,28,20525.458736596036,0.281924497204043,1,794,5285,2288,6779
1626,54,26206.105528556312,0.3667609852233416,1,162,11455,3153,14446
1627,21,23018.286812619295,0.06959302467610688,1,805,5754,3577,8526
1628,19,27905.529904192634,0.396579903135769,0,27,0,0,-27
1629,62,25639.60307786909,0.07688862999491636,0,47,0,0,-47
1630,47,20550.128009087963,0.1696600864236254,1,127,7081,12755,19709
1631,29,27660.764599129743,0.0024669437281899607,1,425,4748,4248,8571
1632,32,34666.24635623999,0.14939703418308806,1,284,6105,2405,8226
1633,18,20428.13899024548,0.11996236136538393,0,4,0,0,-4
1634,25,21526.45857154486,0.04979657468668418,1,143,8543,2910,11310
1635,31,30914.96448420005,0.2087040341463868,1,100,4801,2933,7634
1636,32,20188.787605696973,0.04624048270965677,1,218,5386,3885,9053
1637,48,20885.65279446202,0.07878215344188741,1,25,23483,5316,28774
1638,59,31615.17640319094,0.16580295315882151,0,5,0,0,-5
1639,71,21127.396685355365,0.13954761391632978,1,195,5684,2279,7768
1640,48,21070.718963375253,0.06812585986726258,1,258,25963,2419,28124
1641,50,30816.8393705792,0.22125705395463233,0,14,0,0,-14
1642,73,24240.099260306608,0.10464827067219552,1,151,16880,2379,19108
1643,72,28040.72363819045,0.006410824849820095,1,1810,5400,5965,9555
1644,59,22208.48759032898,0.05450981860680957,1,723,8027,2691,9995
1645,32,23676.31180848007,0.027941608388194424,1,2226,6065,2650,6489
1646,40,27564.64523621428,0.1518065294755851,1,172,15833,2523,18184
1647,19,27572.52985104822,0.0281575792099263,1,166,15935,3125,18894
1648,19,24940.634279267346,0.29037191764153997,1,249,11765,2463,13979
1649,34,20966.967139114986,0.04230477380158618,1,963,16026,3328,18391
1650,40,22816.394480569987,0.24761250773389556,0,44,0,0,-44
1651,33,28207.9499239953,0.22588301147955284,1,2024,7334,4349,9659
1652,22,23296.42282406492,0.007359020491592106,1,67,6002,2913,8848
1653,60,24427.407982002213,0.09329483196763412,1,382,4828,4175,8621
1654,69,26867.327417833956,0.020095477985470164,1,593,5679,2595,7681
1655,19,20033.381110172522,0.0008178758180022786,1,296,6064,2415,8183
1656,70,23396.156232459478,0.22243420679056108,1,15,8800,6370,15155
1657,43,47627.86398711747,0.05164545485753024,1,43,10289,3342,13588
1658,42,34894.61186832508,0.09810465141607126,1,1162,5627,2482,6947
1659,30,21889.222490703414,0.09876282573224437,1,413,9669,3334,12590
1660,39,23525.428461410353,0.1737912033408198,1,2092,5751,2653,6312
1661,24,36392.99020444415,0.1434125866749647,1,221,5608,2417,7804
1662,33,26001.30860106752,0.030919974094559786,1,209,6905,2511,9207
1663,45,24904.36947390294,0.01343250580379142,1,41,5179,2809,7947
1664,44,22906.175649916793,0.015628950811152828,1,414,6520,2296,8402
1665,23,20924.269859995813,0.0627265263313724,1,394,7347,2552,9505
1666,26,25063.638737665733,0.35748705245765905,1,341,7177,2628,9464
1667,23,27727.876529797966,0.018491713729231144,0,4,0,0,-4
1668,25,23433.855926920052,0.05773300876387871,1,596,14605,3669,17678
1669,45,23514.67334405778,0.07844543288690999,0,67,0,0,-67
1670,26,23868.33178461137,0.0018145516288825833,1,247,6597,239401,245751
1671,29,24851.16885636906,0.332568937440719,1,530,6087,4234,9791
1672,71,29855.254886335784,0.07078033093594907,0,17,0,0,-17
1673,20,22461.553368607238,0.17927034070406253,1,181,6495,2790,9104
1674,66,21491.13329011404,0.16938731728306414,1,618,18507,4883,22772
1675,65,27302.65730535636,0.13684230892926813,1,896,7040,3794,9938
1676,25,26252.111930856907,0.0533022188624986,0,16,0,0,-16
1677,64,20021.828308988162,0.05124723246627202,1,701,8383,2527,10209
1678,21,71618.75081502988,0.04036283520402554,1,357,6166,2677,8486
1679,52,21851.181271425627,0.25818645659118206,1,30,5736,4185,9891
1680,55,29998.198359286882,0.4621857938328121,1,575,5603,3228,8256
1681,27,21566.769661052433,0.01061863087270482,1,946,5240,2566,6860
1682,28,25625.041531570147,0.12972765873073086,1,101,27140,4105,31144
1683,32,35029.648968058675,0.14147572806002084,1,367,7722,2435,9790
1684,54,35648.65198833221,0.09572731997993815,1,953,6300,2606,7953
1685,40,20954.07538724436,0.029758125130568427,1,182,7509,7989,15316
1686,30,29893.316712106294,0.35496702463378405,0,5,0,0,-5
1687,50,34262.157806597526,0.2034775522616061,0,1,0,0,-1
1688,39,25153.44693107655,0.30815205856887695,1,536,5147,3057,7668
1689,67,25984.410362167117,0.07260213039501628,1,389,6816,3362,9789
1690,20,25144.524192512206,0.212182651721276,0,23,0,0,-23
1691,49,24111.729693217567,0.006664533946168698,1,1018,5674,2464,7120
1692,31,29723.656854798923,0.060684278475157935,1,594,8053,2804,10263
1693,48,20391.757374487435,0.048892546603114956,1,565,5174,3639,8248
1694,39,31596.271563961058,0.05294570966430809,1,576,12311,2407,14142
1695,33,23973.188181978472,0.04059110962991763,1,89,12285,2703,14899
1696,29,24539.95259456254,0.0816310287257959,1,1655,5249,2460,6054
1697,32,25537.61339612979,0.20177784772833898,1,538,4862,2417,6741
1698,24,23018.99504483843,0.14948489147102756,1,2002,6909,3831,8738
1699,53,27651.942823167275,0.3065212438431019,1,1008,5655,5833,10480
1700,23,23784.62325910264,0.01616933213988981,1,310,5711,5682,11083
1701,19,22783.291942680757,0.035145414711205365,1,1298,20379,2461,21542
1702,34,31897.51489480077,0.07033028130528655,0,15,0,0,-15
1703,68,23820.761747113367,0.10208720925619313,1,149,45257,3355,48463
1704,25,37542.2933580704,0.01677687240586744,1,170,4900,4826,9556
1705,22,22211.616432396964,0.367248540497751,0,39,0,0,-39
1706,63,21712.908147904534,0.0629107302735891,1,1461,6327,4793,9659
1707,27,21894.82543427172,0.2131542909431107,0,58,0,0,-58
1708,22,23700.46750724145,0.20415506320657628,1,1103,5196,2450,6543
1709,21,30452.940622005135,0.06776548909281313,1,81,5841,4072,9832
1710,73,21120.715125835417,0.04052902648591193,1,725,4882,2491,6648
1711,33,20662.28908542778,0.4993972979124263,1,1038,35443,2777,37182
1712,62,21075.002180945095,0.2811145508787354,0,36,0,0,-36
1713,31,42881.55238029941,0.15738755359887374,0,48,0,0,-48
1714,49,39228.8967338734,0.10910697707379977,0,25,0,0,-25
1715,18,20019.668245585835,0.03230312266897935,1,1690,6141,2304,6755
1716,39,23685.312436449356,0.05691058250054241,1,24,5566,2907,8449
1717,19,27948.835778613582,0.13475755743264684,1,1112,5034,2287,6209
1718,21,59195.21946708903,0.3159560187838925,0,24,0,0,-24
1719,20,26177.71880958044,0.14134038738646956,1,146,6477,2484,8815
1720,34,24757.293338697884,0.4366552857181724,0,68,0,0,-68
1721,18,25253.050391602024,0.019532695558946937,1,1158,10077,2300,11219
1722,52,33604.598105235375,0.06699090994526208,1,703,4872,2277,6446
1723,22,24513.929269038872,0.5367549725035201,1,74,5187,5280,10393
1724,30,21309.28807339084,0.003384616407932213,1,998,5705,2820,7527
1725,32,21598.104780200072,0.006030482734706662,1,350,8160,2615,10425
1726,31,71231.84103258899,0.2221496689153445,0,10,0,0,-10
1727,24,24238.771494525154,0.005307065586967134,0,17,0,0,-17
1728,33,22977.029593077343,0.011766316880757289,1,205,11096,2375,13266
1729,26,24967.331577537152,0.1660553289552767,0,142,0,0,-142
1730,20,21567.644099589405,0.010655527581879043,1,628,7514,3918,10804
1731,36,23664.46171762836,0.08295807698166285,0,85,0,0,-85
1732,35,29607.898519935065,0.040266501620645816,0,21,0,0,-21
1733,56,29337.036520457692,0.22098272712731823,1,1339,8931,2239,9831
1734,20,26598.28888433312,0.21690040827844675,1,177,12537,3593,15953
1735,22,32440.277613260616,0.022123764826499817,1,709,12804,2825,14920
1736,32,58523.37048259007,0.09750144896583708,1,450,8598,2478,10626
1737,22,41378.08466285097,0.08266942717261261,1,83,12145,3016,15078
1738,33,31586.512774208513,0.0848595603891068,1,650,14650,3269,17269
1739,32,20821.87832457615,0.0682506056477732,1,76,5394,3245,8563
1740,28,65799.64027812963,0.021804572132333503,0,0,0,0,0
1741,22,38007.004661938074,0.08800826997643041,1,443,5033,2695,7285
1742,24,31181.469212201122,0.018147673811853723,0,35,0,0,-35
1743,18,28847.92980903836,0.010787404588962145,1,935,4811,3186,7062
1744,30,36433.02289338609,0.11942446656657285,0,9,0,0,-9
1745,20,29079.65678812809,0.1672375050442854,1,160,5022,2354,7216
1746,40,20948.391298964103,0.028632408458448663,1,343,6837,2274,8768
1747,36,21822.594610033666,0.0004581053396551811,1,749,5057,2886,7194
1748,49,25889.088094420396,0.07838802175835871,1,398,5450,2680,7732
1749,63,33791.85089758941,0.18994904680444274,0,34,0,0,-34
1750,20,24545.836898586003,0.15160371976752846,1,661,7050,4370,10759
1751,27,50702.18403125858,0.0011091477342334037,1,674,7217,2602,9145
1752,47,21230.60363799725,0.02089761897548342,0,27,0,0,-27
1753,66,21925.6263792684,0.143481810108919,1,291,11347,2263,13319
1754,19,23479.390060581823,0.23620004234210143,1,355,5058,2961,7664
1755,59,24882.940589326652,0.06400292010581989,1,490,7784,3371,10665
1756,36,28474.8389089087,0.29054051072406173,0,2,0,0,-2
1757,34,22137.23570783403,0.03674758464669414,1,283,36720,3610,40047
1758,46,20802.764954467133,0.17353701169812763,1,1106,6625,2421,7940
1759,38,29853.055899204457,0.21030995991099807,1,952,9182,3340,11570
1760,35,28780.682037906827,0.006182011305571823,1,8,14081,2318,16391
1761,29,22640.117771828856,0.32274921923345506,1,243,5464,2453,7674
1762,24,35718.629624376954,0.2907796992882961,0,3,0,0,-3
1763,51,59448.164837866294,0.22880236825250697,1,478,5153,3036,7711
1764,22,21653.390481741637,0.020045487725487383,1,553,18177,2502,20126
1765,71,27860.481263900878,0.41409306381321903,0,214,0,0,-214
1766,24,31245.513993824483,0.08454251074184267,1,97,5234,2256,7393
1767,64,25837.91251407287,0.07424671713223509,1,70,9494,2428,11852
1768,42,23215.03825959852,0.04530303664807047,1,110,5585,2649,8124
1769,29,32920.67240366061,0.027199905688383708,1,286,9026,2473,11213
1770,55,20945.386527298993,0.14734968991801345,0,108,0,0,-108
1771,37,34848.75477786347,0.03919934870426255,1,121,5102,2372,7353
1772,75,34754.21030279605,0.22439598575196912,1,1061,16395,3259,18593
1773,31,26075.911897262897,0.014077417025012893,0,21,0,0,-21
1774,46,20108.837891339525,0.02728745548579613,1,292,18708,2667,21083
1775,20,26008.262503199567,0.2124183122927739,1,26,4889,3578,8441
1776,19,81055.28809290071,0.19861548395370712,0,17,0,0,-17
1777,18,31221.40620568258,0.037395406078086904,0,44,0,0,-44
1778,44,22149.53631127848,0.2715239277174238,1,784,7467,2309,8992
1779,26,29344.413974187504,0.06606770706972193,1,1480,8431,3430,10381
1780,75,27244.180667497498,0.05425634520820209,1,80,4971,2353,7244
1781,30,20369.41937472639,0.08136494015616053,1,177,5320,2343,7486
1782,18,22153.736646102305,0.26286574452762973,1,458,7671,3217,10430
1783,18,28990.017635114815,0.10360228836436323,1,414,25779,2391,27756
1784,62,26337.70237741225,0.14290021857314675,1,832,5074,3383,7625
1785,28,30529.48807994683,0.005416230641290246,1,1077,4775,2591,6289
1786,29,22570.46851564648,0.3352340877920814,0,54,0,0,-54
1787,60,22583.01530689188,0.18629158538122395,0,30,0,0,-30
1788,26,30958.696326898764,0.11052139215944666,1,427,10136,5412,15121
1789,57,26307.437035307885,0.07255634971001562,1,82,6071,7871,13860
1790,67,24115.342476028673,0.06245914051985596,1,502,5051,3453,8002
1791,51,20139.378692008893,0.032293665134691125,0,15,0,0,-15
1792,30,20521.171017961977,0.141483787253324,1,1056,7774,2420,9138
1793,33,29585.84938966382,0.06893087558520719,1,155,6513,2484,8842
1794,22,50572.24841894822,0.0799611275854127,1,460,7338,2892,9770
1795,50,22346.16289177813,0.03133999145946703,1,890,31868,2537,33515
1796,67,21769.503997256546,0.3305038761720453,1,111,6296,2932,9117
1797,50,24452.723128960475,0.08894511668962654,1,873,4775,2556,6458
1798,66,20192.1727346681,0.3304605198635203,1,337,5613,3518,8794
1799,32,25689.731113426064,0.016945936075626916,1,3632,23591,2849,22808
1800,20,31733.31330754797,0.006172384481079795,1,2013,18681,2352,19020
1801,30,29690.75353664584,0.019437236387447494,0,89,0,0,-89
1802,52,21201.275354294892,0.04553239373036987,1,624,22378,2283,24037
1803,75,23988.38483885481,0.10775996276745185,1,291,7046,3728,10483
1804,30,22353.558885316164,0.12289187719536059,1,8,5220,2718,7930
1805,19,60712.28671699768,0.005828432342567948,1,75,9693,2499,12117
1806,60,20395.921690890536,0.11031023846632822,1,528,4726,3658,7856
1807,30,34356.72854097673,0.08706296788331887,1,997,32201,3158,34362
1808,44,28321.842804801337,0.05225357831341307,1,2178,25058,2835,25715
1809,34,27189.697086771237,0.037281013315757096,1,515,8070,3698,11253
1810,26,24014.45808219782,0.07419020718453498,0,20,0,0,-20
1811,65,21262.110547077988,0.2535608200594832,0,41,0,0,-41
1812,42,23294.074036135087,0.03265297745386264,1,28,4736,2533,7241
1813,18,21389.785647966695,0.00839573137242805,1,795,27799,2519,29523
1814,59,24464.341873164478,0.16809910105039813,1,194,31135,2844,33785
1815,19,26916.54343251609,0.2956684040293863,1,520,7351,2472,9303
1816,29,35272.05153121283,0.18926045212534337,1,129,11913,5764,17548
1817,29,21823.321145203063,0.06897066513851188,1,432,13793,3689,17050
1818,23,26648.584362203477,0.2534609215523552,0,2,0,0,-2
1819,40,20065.568881809646,0.07245365316250736,1,187,5139,5471,10423
1820,18,30704.81871496658,0.21579954148008718,1,22,7692,4792,12462
1821,34,25840.75622731432,0.08009711202935071,0,8,0,0,-8
1822,30,21025.386086047813,0.0862627689156958,1,360,7017,2684,9341
1823,24,37492.708694880035,0.06249395835241377,0,48,0,0,-48
1824,27,21967.92405609823,0.3183724633057572,1,804,5092,2294,6582
1825,36,21295.382512993787,0.031642210201045406,1,226,7090,2426,9290
1826,46,23231.737826244273,0.01195159625777937,0,32,0,0,-32
1827,26,20697.688799538282,0.049751242121537545,1,59,10590,3544,14075
1828,39,20638.449045771893,0.09228604118573928,0,109,0,0,-109
1829,33,68183.77189869632,0.40798438625981165,1,96,5462,3065,8431
1830,67,28118.901528828534,0.08486793515298133,1,868,6681,2423,8236
1831,24,27159.179391946447,0.15191022033695947,1,233,6481,4310,10558
1832,22,20039.848066239934,0.1216998190742625,0,102,0,0,-102
1833,60,22929.551763317068,0.23776883419794265,1,654,4808,2285,6439
1834,65,29719.052712767567,0.11693749508717938,1,120,7577,2824,10281
1835,27,23852.025854835174,0.12543152933222343,1,1368,4878,2974,6484
1836,42,36482.717998725406,0.18439946057654039,1,515,7547,2817,9849
1837,41,26162.66435413131,0.1461234033264796,0,2,0,0,-2
1838,49,45906.33682144476,0.07562461976681727,1,1048,6619,3110,8681
1839,26,21956.76934441575,0.06327619301625734,1,1264,18332,2671,19739
1840,23,33416.8144341652,0.18607572905755346,0,25,0,0,-25
1841,65,24396.583305427484,0.0372485526366886,0,135,0,0,-135
1842,42,21251.048704754096,0.5760991921162986,1,561,4919,3762,8120
1843,46,21078.776797198,0.16000267196658127,1,525,4790,2972,7237
1844,23,53815.303574690566,0.009717843965736026,0,53,0,0,-53
1845,21,22854.581242045497,0.1320092418711803,1,223,6193,2307,8277
1846,71,25930.544714365336,0.18216233260555817,1,820,6411,2469,8060
1847,31,20567.23570765599,0.02607288245277156,0,20,0,0,-20
1848,32,23883.767011842945,0.02233240309924459,1,333,9255,4643,13565
1849,56,99425.02377907379,0.10922080414657953,0,26,0,0,-26
1850,47,22323.17402343209,0.35596944698316507,0,12,0,0,-12
1851,61,22091.353820743676,0.0060569613658548625,0,5,0,0,-5
1852,18,150584.53908810916,0.09907409515374149,1,31,6476,6135,12580
1853,22,21111.30873196333,0.14500977690650757,1,290,10990,4394,15094
1854,50,24486.981565194495,0.012244159862874271,1,1014,5058,2364,6408
1855,44,23667.42727209014,0.010232027599392717,1,904,13615,2571,15282
1856,19,34197.75569323715,0.08050261670712282,1,1431,5692,3492,7753
1857,20,20798.226282841904,0.01868999664231867,1,2021,9066,4076,11121
1858,49,31796.433003352588,0.06111672207291801,1,1012,6497,3181,8666
1859,63,20863.69512234981,0.211239204125315,1,191,7442,2291,9542
1860,40,38944.788204527795,0.07823319069494448,1,1587,21389,4628,24430
1861,21,25823.91729440157,0.05064148195676065,1,215,5903,2234,7922
1862,28,22954.343087463385,0.0374047303893124,1,938,5032,2438,6532
1863,43,27982.216443211102,0.013453830711135848,1,625,5725,5487,10587
1864,59,21209.680819096084,0.13581074802286627,1,157,7342,2424,9609
1865,55,25093.423356280276,0.105479349328125,1,1196,5569,2787,7160
1866,60,20961.386955221264,0.15687057831025245,1,165,5981,2312,8128
1867,52,22948.285397515363,0.2657019600882328,0,46,0,0,-46
1868,68,24069.08412319987,0.013028063232569562,1,1490,51993,4039,54542
1869,42,47069.315479471385,0.22043880480283695,1,168,9503,7402,16737
1870,41,27586.371936661726,0.05829826315330769,1,69,9330,2836,12097
