"client_rk","visit_dttm","account_rk","registration_dttm","application_rk","game_rk","application_dttm","game_dttm","game_flg","finish_flg","games_played","games_finished"
2577,2022-11-15 17:50:02.300,228,2022-11-16 01:18:52.300,,,,,,,,
2593,2023-01-01 07:40:08.768,,,,,,,,,,
2609,2022-09-03 07:04:40.429,,,,,,,,,,
2625,2022-09-23 21:31:01.586,,,,,,,,,,
2641,2022-09-19 08:47:43.747,,,,,,,,,,
2657,2023-02-01 17:50:21.718,,,,,,,,,,
2673,2022-09-08 09:44:46.166,,,,,,,,,,
2689,2022-11-03 04:20:26.411,,,,,,,,,,
2705,2023-01-20 01:10:49.283,,,,,,,,,,
2721,2023-01-26 15:21:20.609,,,,,,,,,,
2737,2022-09-07 10:20:52.440,,,,,,,,,,
2753,2022-11-19 17:39:59.742,519,2022-11-20 06:04:29.983,439,438,2022-11-27 08:32:25.494,2023-02-13 03:41:02.456,0,0,1,1
2753,2022-11-19 17:39:59.742,519,2022-11-20 06:04:29.983,347,422,2022-11-20 18:38:54.833,2022-12-05 13:53:13.321,1,1,1,1
2769,2022-09-20 20:19:07.131,,,,,,,,,,
2785,2022-11-20 09:12:05.609,,,,,,,,,,
2801,2022-10-08 14:07:17.121,745,2022-10-08 20:43:01.427,268,86,2022-10-12 00:00:37.238,2023-02-03 05:47:20.687,0,0,0,0
2822,2022-12-11 10:55:30.680,,,,,,,,,,
2838,2022-10-31 13:53:25.121,,,,,,,,,,
2854,2022-10-21 20:21:03.990,,,,,,,,,,
2870,2023-01-06 05:01:37.710,,,,,,,,,,
2886,2023-02-02 02:22:04.176,13,2023-02-02 11:00:56.406,,,,,,,,
2902,2023-01-15 09:28:07.543,596,2023-01-16 07:04:06.155,,,,,,,,
2918,2022-11-21 20:49:15.964,363,2022-11-22 18:29:39.906,,,,,,,,
2934,2023-01-29 08:59:49.617,,,,,,,,,,
2950,2022-11-24 12:11:18.462,242,2022-11-24 19:41:44.097,,,,,,,,
2966,2022-12-30 07:12:06.704,,,,,,,,,,
2982,2022-12-16 17:56:39.740,,,,,,,,,,
2998,2022-10-21 06:47:00.188,,,,,,,,,,
3014,2022-11-02 02:28:20.275,45,2022-11-02 08:14:17.692,,,,,,,,
3030,2022-09-07 05:38:49.236,,,,,,,,,,
3046,2022-10-22 03:15:46.971,,,,,,,,,,
3062,2022-12-23 19:51:53.072,,,,,,,,,,
3083,2022-11-05 09:01:29.403,,,,,,,,,,
3099,2022-09-18 03:58:13.261,609,2022-09-18 22:17:10.170,274,133,2022-09-25 13:42:43.211,2023-02-15 03:16:42.131,0,0,0,0
3115,2023-01-20 11:43:13.550,854,2023-01-21 03:41:59.601,,,,,,,,
3131,2022-12-22 17:43:35.128,,,,,,,,,,
3147,2022-11-24 12:12:53.767,859,2022-11-24 21:10:18.723,107,418,2022-12-06 18:56:42.158,2023-01-21 11:58:51.566,1,0,2,1
3147,2022-11-24 12:12:53.767,859,2022-11-24 21:10:18.723,496,164,2022-11-25 05:26:33.146,2023-01-03 11:49:47.490,1,1,2,1
3163,2022-12-08 20:43:04.692,,,,,,,,,,
3179,2022-11-04 17:10:04.282,,,,,,,,,,
3195,2023-01-17 16:37:36.811,,,,,,,,,,
3211,2022-10-07 18:42:01.222,730,2022-10-08 17:59:51.860,,,,,,,,
3227,2022-10-20 11:52:27.254,,,,,,,,,,
3243,2022-11-15 07:05:41.254,199,2022-11-15 22:25:46.431,,,,,,,,
3259,2023-01-16 08:57:35.502,,,,,,,,,,
3275,2022-12-04 19:33:26.244,,,,,,,,,,
3291,2022-12-13 04:00:58.969,,,,,,,,,,
3307,2022-10-03 17:14:59.668,,,,,,,,,,
3323,2023-01-26 23:45:38.964,,,,,,,,,,
3328,2022-11-08 10:28:24.091,,,,,,,,,,
3344,2023-01-07 19:03:34.256,,,,,,,,,,
12,2022-11-04 06:46:21.252,,,,,,,,,,
28,2022-11-28 07:57:58.338,83,2022-11-28 19:35:58.822,,,,,,,,
44,2022-11-06 05:53:36.862,,,,,,,,,,
60,2022-10-10 02:37:31.892,,,,,,,,,,
76,2023-01-01 05:37:55.718,,,,,,,,,,
92,2022-09-06 16:11:44.296,,,,,,,,,,
108,2023-01-04 05:31:33.158,424,2023-01-04 20:19:28.012,,,,,,,,
124,2022-11-03 23:51:40.644,623,2022-11-04 14:55:44.395,294,28,2022-11-08 00:33:12.160,2022-12-25 05:06:20.887,0,0,0,0
124,2022-11-03 23:51:40.644,623,2022-11-04 14:55:44.395,390,200,2022-11-13 08:58:18.477,2023-03-03 16:45:15.365,0,0,0,0
140,2022-09-11 17:50:37.542,,,,,,,,,,
156,2022-12-31 08:10:58.294,,,,,,,,,,
172,2022-09-11 22:18:03.852,,,,,,,,,,
188,2022-12-29 18:00:42.860,,,,,,,,,,
204,2023-01-06 06:10:40.488,980,2023-01-06 13:54:51.512,,,,,,,,
220,2022-09-09 21:54:34.067,979,2022-09-10 16:34:11.040,,,,,,,,
236,2022-12-02 04:44:25.748,,,,,,,,,,
252,2022-10-22 16:02:50.057,,,,,,,,,,
263,2022-12-09 20:50:07.209,,,,,,,,,,
279,2022-09-03 22:50:41.101,,,,,,,,,,
295,2023-01-23 02:40:12.791,,,,,,,,,,
311,2022-12-08 18:16:38.443,,,,,,,,,,
327,2022-10-27 10:25:12.081,,,,,,,,,,
343,2023-01-28 22:28:12.842,,,,,,,,,,
359,2022-09-12 06:42:46.153,927,2022-09-12 15:18:45.401,,,,,,,,
375,2022-09-14 06:17:58.802,828,2022-09-14 21:50:06.703,499,35,2022-09-23 05:37:06.141,2023-02-03 00:02:02.580,0,0,0,0
391,2023-01-04 09:00:03.944,,,,,,,,,,
407,2022-09-27 23:55:40.020,,,,,,,,,,
423,2022-11-23 21:20:13.985,,,,,,,,,,
439,2023-01-23 08:04:45.590,70,2023-01-23 22:25:48.196,,,,,,,,
455,2022-10-25 07:28:16.096,,,,,,,,,,
471,2022-11-15 09:31:18.302,,,,,,,,,,
487,2022-09-25 02:20:04.172,,,,,,,,,,
503,2022-12-09 15:38:39.610,,,,,,,,,,
518,2022-12-22 05:38:45.887,770,2022-12-23 03:30:15.446,500,302,2022-12-29 05:52:41.573,2023-03-01 16:17:41.371,0,0,0,0
534,2022-11-11 20:47:45.232,,,,,,,,,,
550,2022-11-23 06:11:29.359,798,2022-11-23 11:24:16.573,66,416,2022-12-04 11:59:12.467,2022-12-13 11:29:51.477,1,0,1,0
550,2022-11-23 06:11:29.359,798,2022-11-23 11:24:16.573,490,417,2022-12-02 04:58:45.329,2023-02-12 06:48:06.059,0,0,1,0
566,2022-09-27 07:52:01.750,,,,,,,,,,
582,2022-10-22 12:21:30.459,,,,,,,,,,
598,2023-01-23 16:27:32.406,,,,,,,,,,
614,2022-11-08 01:40:28.294,,,,,,,,,,
630,2022-10-29 07:20:32.171,,,,,,,,,,
646,2023-01-25 08:21:14.277,,,,,,,,,,
662,2022-12-13 16:18:46.272,181,2022-12-13 23:09:52.525,,,,,,,,
678,2022-11-28 21:27:38.969,,,,,,,,,,
694,2022-12-23 16:25:36.973,,,,,,,,,,
710,2022-09-28 23:45:46.279,,,,,,,,,,
726,2022-12-20 00:08:51.781,308,2022-12-20 23:26:03.008,,,,,,,,
742,2022-10-25 22:33:49.572,367,2022-10-26 20:36:38.544,,,,,,,,
758,2022-11-25 15:09:45.428,281,2022-11-26 09:21:45.491,,,,,,,,
769,2022-11-27 02:37:04.124,76,2022-11-27 21:07:23.897,,,,,,,,
785,2022-12-15 03:45:13.970,,,,,,,,,,
801,2022-10-08 20:38:38.174,,,,,,,,,,
817,2022-11-05 07:11:31.113,26,2022-11-05 15:53:41.695,,,,,,,,
833,2023-01-24 10:38:45.026,951,2023-01-25 05:03:11.811,,,,,,,,
849,2022-10-25 03:11:19.450,880,2022-10-25 07:06:15.925,,,,,,,,
865,2022-11-20 16:18:59.936,,,,,,,,,,
881,2022-10-12 10:12:14.286,,,,,,,,,,
897,2022-12-27 07:55:37.943,,,,,,,,,,
913,2022-12-17 19:18:01.182,,,,,,,,,,
929,2022-11-11 16:22:57.661,802,2022-11-12 03:38:02.409,206,102,2022-11-16 16:27:31.834,2022-11-21 03:42:13.494,1,1,1,1
929,2022-11-11 16:22:57.661,802,2022-11-12 03:38:02.409,222,140,2022-11-20 05:49:36.909,2023-01-30 05:15:33.946,0,0,1,1
945,2022-12-07 17:32:05.618,748,2022-12-08 09:03:51.843,407,32,2022-12-23 05:23:32.482,2023-01-14 09:38:28.817,1,1,1,1
945,2022-12-07 17:32:05.618,748,2022-12-08 09:03:51.843,153,36,2022-12-20 19:55:09.096,2023-02-16 03:40:03.047,0,0,1,1
961,2022-09-21 13:21:07.281,998,2022-09-21 14:28:13.374,,,,,,,,
977,2022-10-21 04:02:55.475,,,,,,,,,,
993,2022-11-20 18:04:10.977,,,,,,,,,,
1009,2023-01-11 14:45:44.152,1001,2023-01-11 16:19:27.699,,,,,,,,
1024,2022-09-29 23:24:59.582,990,2022-09-30 00:55:57.975,,,,,,,,
1040,2023-01-11 23:52:52.567,,,,,,,,,,
1056,2023-01-30 07:54:30.200,,,,,,,,,,
1072,2022-11-04 07:33:54.496,,,,,,,,,,
1088,2022-10-28 10:11:15.492,803,2022-10-29 00:58:06.894,218,254,2022-11-12 03:35:23.917,2023-02-18 02:07:24.747,0,0,0,0
1104,2022-09-11 17:57:25.852,,,,,,,,,,
1120,2022-12-07 20:44:27.302,,,,,,,,,,
1136,2022-10-11 03:16:46.880,,,,,,,,,,
1152,2022-12-28 03:22:45.982,191,2022-12-29 00:31:07.664,,,,,,,,
1168,2022-10-10 20:36:33.494,,,,,,,,,,
1184,2022-10-13 17:09:04.896,,,,,,,,,,
1200,2022-10-26 22:27:28.363,,,,,,,,,,
1216,2022-10-05 15:39:04.529,,,,,,,,,,
1232,2022-10-30 17:57:19.912,,,,,,,,,,
1248,2023-01-06 23:19:07.021,,,,,,,,,,
1264,2022-10-28 04:26:40.730,,,,,,,,,,
1291,2022-09-30 07:07:05.095,639,2022-10-01 03:56:07.473,,,,,,,,
1307,2022-12-15 10:29:45.304,,,,,,,,,,
1323,2022-11-18 11:29:40.578,,,,,,,,,,
1339,2022-12-01 06:00:43.411,,,,,,,,,,
1355,2022-09-25 06:52:50.903,,,,,,,,,,
1371,2022-11-06 21:12:41.165,,,,,,,,,,
1387,2022-10-08 08:19:40.040,16,2022-10-09 00:09:48.974,,,,,,,,
1403,2022-10-29 06:46:46.836,,,,,,,,,,
1419,2023-01-08 19:19:39.497,,,,,,,,,,
1435,2022-11-21 10:37:25.643,561,2022-11-22 06:37:34.022,197,143,2022-12-02 08:50:54.100,2022-12-30 10:39:51.834,0,0,1,1
1435,2022-11-21 10:37:25.643,561,2022-11-22 06:37:34.022,50,124,2022-11-22 21:18:36.095,2023-01-02 23:38:47.070,0,0,1,1
1435,2022-11-21 10:37:25.643,561,2022-11-22 06:37:34.022,229,163,2022-12-02 23:40:21.297,2022-12-27 10:01:55.433,1,1,1,1
1451,2022-09-03 21:44:38.542,,,,,,,,,,
1467,2022-12-20 14:51:49.693,,,,,,,,,,
1483,2022-11-16 05:19:35.144,195,2022-11-16 22:08:54.375,,,,,,,,
1499,2022-10-31 17:00:00.250,237,2022-11-01 14:01:15.328,,,,,,,,
1515,2023-01-15 01:42:39.090,135,2023-01-15 18:01:14.949,,,,,,,,
1531,2022-11-04 09:26:52.616,,,,,,,,,,
1546,2022-09-17 05:37:51.501,443,2022-09-17 11:07:05.127,,,,,,,,
1562,2022-12-07 16:32:03.400,661,2022-12-07 21:17:18.894,379,268,2022-12-17 16:08:39.481,2023-01-31 21:32:33.150,1,1,1,1
1562,2022-12-07 16:32:03.400,661,2022-12-07 21:17:18.894,447,5,2022-12-10 18:53:36.951,2023-03-17 15:23:57.777,0,0,1,1
1578,2022-10-01 19:52:19.449,563,2022-10-02 01:38:24.796,478,429,2022-10-08 07:47:17.436,2022-10-16 00:54:51.740,1,1,1,1
1578,2022-10-01 19:52:19.449,563,2022-10-02 01:38:24.796,469,354,2022-10-07 03:30:55.818,2023-03-23 12:16:25.329,0,0,1,1
1578,2022-10-01 19:52:19.449,563,2022-10-02 01:38:24.796,365,66,2022-10-14 12:24:41.483,2023-03-01 08:14:33.913,0,0,1,1
1594,2022-09-09 20:59:19.835,585,2022-09-10 03:59:03.748,35,446,2022-09-22 03:42:26.212,2022-11-05 22:07:44.291,1,0,1,0
1610,2022-12-30 15:07:06.680,,,,,,,,,,
1626,2022-09-12 09:18:58.169,,,,,,,,,,
1642,2023-01-18 02:19:50.594,,,,,,,,,,
1658,2022-11-13 19:36:38.151,,,,,,,,,,
1674,2022-11-28 17:29:25.913,62,2022-11-28 20:54:20.119,,,,,,,,
1690,2022-12-29 17:58:03.340,,,,,,,,,,
1706,2022-12-04 00:54:27.249,,,,,,,,,,
1722,2022-10-03 13:21:23.415,,,,,,,,,,
1738,2022-12-09 10:31:33.795,,,,,,,,,,
1754,2022-12-12 15:41:35.710,,,,,,,,,,
1770,2022-10-03 04:54:50.281,,,,,,,,,,
1786,2022-11-30 12:06:34.038,,,,,,,,,,
1797,2022-09-20 03:09:16.966,,,,,,,,,,
1813,2023-01-07 14:56:27.237,,,,,,,,,,
1829,2022-09-29 12:27:44.241,,,,,,,,,,
1845,2022-12-20 09:06:20.941,97,2022-12-21 02:14:13.367,,,,,,,,
1861,2023-01-14 07:56:32.657,421,2023-01-15 04:49:04.286,,,,,,,,
1877,2022-10-23 06:38:30.619,1014,2022-10-24 00:56:54.817,,,,,,,,
1893,2022-10-20 09:03:24.518,474,2022-10-20 18:24:06.471,271,101,2022-10-21 02:53:50.495,2022-10-27 07:05:59.135,1,0,1,0
1909,2022-12-31 18:29:05.674,1005,2023-01-01 12:15:01.501,,,,,,,,
1925,2022-09-02 12:19:25.640,,,,,,,,,,
1941,2022-12-27 03:43:27.585,,,,,,,,,,
1957,2022-09-14 04:10:26.403,,,,,,,,,,
1973,2022-12-13 10:55:51.709,,,,,,,,,,
1989,2022-09-15 22:27:48.962,,,,,,,,,,
2005,2022-10-09 21:32:26.407,,,,,,,,,,
2021,2023-01-05 12:48:24.163,,,,,,,,,,
2037,2022-11-09 15:12:41.678,,,,,,,,,,
2052,2022-12-14 17:44:15.340,,,,,,,,,,
2068,2023-01-25 19:54:18.320,,,,,,,,,,
2084,2022-12-19 09:14:03.329,,,,,,,,,,
2100,2022-09-22 01:59:16.553,394,2022-09-23 01:24:38.038,,,,,,,,
2116,2023-01-14 17:36:14.727,,,,,,,,,,
2132,2022-12-01 12:10:01.638,,,,,,,,,,
2148,2023-02-01 07:59:13.855,835,2023-02-02 05:40:53.464,,,,,,,,
2164,2022-09-19 10:31:30.790,844,2022-09-19 21:04:07.868,46,184,2022-09-22 15:14:37.836,2022-10-13 05:44:12.117,1,1,1,1
2180,2022-09-02 08:07:54.422,,,,,,,,,,
2196,2022-12-24 09:26:39.421,,,,,,,,,,
2212,2022-12-21 01:38:27.755,,,,,,,,,,
2228,2022-12-31 07:50:53.526,,,,,,,,,,
2244,2022-12-19 19:54:05.268,,,,,,,,,,
2260,2022-12-11 19:37:33.875,,,,,,,,,,
2276,2022-11-11 21:07:31.531,,,,,,,,,,
2292,2022-11-22 15:08:16.567,,,,,,,,,,
2319,2022-12-20 05:33:36.179,,,,,,,,,,
2335,2022-12-25 14:56:01.916,,,,,,,,,,
2351,2022-11-18 05:19:27.132,825,2022-11-18 06:06:15.926,,,,,,,,
2367,2022-12-24 02:15:55.511,1020,2022-12-24 17:45:59.704,,,,,,,,
2383,2022-11-03 04:25:13.585,166,2022-11-03 09:05:02.016,,,,,,,,
2399,2022-09-28 03:24:08.959,,,,,,,,,,
2415,2022-12-09 13:57:10.432,889,2022-12-09 18:58:34.466,,,,,,,,
2431,2022-10-04 08:57:09.171,,,,,,,,,,
2447,2022-09-21 20:35:42.670,127,2022-09-22 15:52:37.352,,,,,,,,
2463,2022-09-25 06:12:52.959,906,2022-09-25 10:50:59.828,,,,,,,,
2479,2023-01-11 08:05:24.526,,,,,,,,,,
2495,2022-11-13 08:44:53.008,,,,,,,,,,
2511,2022-11-06 11:56:23.236,,,,,,,,,,
2527,2022-09-06 13:25:42.684,,,,,,,,,,
2543,2022-09-11 03:11:01.108,1011,2022-09-11 19:56:26.817,,,,,,,,
2559,2022-11-09 04:22:33.829,322,2022-11-10 00:42:20.015,,,,,,,,
2574,2023-01-14 11:40:24.563,,,,,,,,,,
2590,2022-09-01 14:46:18.283,67,2022-09-01 15:55:02.428,,,,,,,,
2606,2022-12-07 09:36:18.076,86,2022-12-08 09:25:02.542,,,,,,,,
2622,2022-10-12 07:05:52.212,,,,,,,,,,
2638,2022-09-12 13:56:44.268,,,,,,,,,,
2654,2022-10-28 20:51:04.017,657,2022-10-29 07:45:28.693,392,302,2022-11-01 07:46:05.632,2023-03-01 16:17:41.371,0,0,1,0
2654,2022-10-28 20:51:04.017,657,2022-10-29 07:45:28.693,6,99,2022-11-10 22:34:51.405,2022-12-06 14:05:13.878,1,0,1,0
2654,2022-10-28 20:51:04.017,657,2022-10-29 07:45:28.693,111,329,2022-11-09 18:50:39.302,2023-02-25 18:59:02.986,0,0,1,0
2670,2022-12-12 22:48:42.441,962,2022-12-13 15:27:43.694,,,,,,,,
2686,2023-01-26 08:36:33.674,,,,,,,,,,
2702,2022-10-23 01:15:21.012,327,2022-10-23 17:57:07.763,,,,,,,,
2718,2022-12-27 08:11:15.724,,,,,,,,,,
2734,2022-10-07 06:58:09.533,1016,2022-10-07 16:44:42.394,,,,,,,,
2750,2022-10-13 06:20:12.061,,,,,,,,,,
2766,2022-12-02 16:33:46.965,,,,,,,,,,
2782,2023-01-07 13:06:46.457,,,,,,,,,,
2798,2022-09-09 06:48:51.607,,,,,,,,,,
2814,2022-09-28 12:21:49.711,,,,,,,,,,
2825,2022-11-01 01:05:36.688,,,,,,,,,,
2841,2022-11-05 14:43:13.355,,,,,,,,,,
2857,2022-12-25 21:19:12.346,359,2022-12-26 07:00:57.541,,,,,,,,
2873,2022-12-22 18:00:46.448,,,,,,,,,,
2889,2022-10-29 20:40:34.829,,,,,,,,,,
2905,2022-09-23 10:37:39.440,669,2022-09-23 13:06:50.875,,,,,,,,
2921,2022-12-25 10:37:10.051,,,,,,,,,,
2937,2022-12-25 05:52:32.160,405,2022-12-25 21:38:25.417,,,,,,,,
2953,2022-10-20 09:11:19.805,,,,,,,,,,
2969,2022-10-11 01:13:45.676,,,,,,,,,,
2985,2022-11-02 05:42:00.313,,,,,,,,,,
3001,2022-10-29 18:08:49.157,,,,,,,,,,
3017,2022-11-24 18:50:05.564,941,2022-11-25 15:25:53.412,,,,,,,,
3033,2022-09-17 01:52:03.714,,,,,,,,,,
3049,2022-11-29 20:04:29.179,,,,,,,,,,
3065,2023-01-07 23:53:28.956,,,,,,,,,,
3080,2022-10-26 10:03:49.585,,,,,,,,,,
3096,2022-09-10 02:53:57.210,,,,,,,,,,
3112,2022-11-03 11:27:25.019,,,,,,,,,,
3128,2022-10-25 19:21:13.117,,,,,,,,,,
3144,2022-10-19 15:38:16.039,,,,,,,,,,
3160,2023-01-13 00:48:51.428,740,2023-01-13 22:19:49.854,323,178,2023-01-16 19:13:34.005,2023-02-26 05:06:43.456,0,0,0,0
3160,2023-01-13 00:48:51.428,740,2023-01-13 22:19:49.854,59,307,2023-01-19 22:55:15.411,2023-02-16 07:13:15.458,0,0,0,0
3176,2022-12-04 18:14:21.651,,,,,,,,,,
3192,2023-01-06 09:22:02.884,,,,,,,,,,
3208,2023-01-23 12:31:55.327,738,2023-01-24 10:27:34.286,270,5,2023-01-24 22:04:38.995,2023-03-17 15:23:57.777,0,0,1,1
3208,2023-01-23 12:31:55.327,738,2023-01-24 10:27:34.286,157,165,2023-01-24 15:25:09.858,2023-03-16 23:59:03.731,0,0,1,1
3208,2023-01-23 12:31:55.327,738,2023-01-24 10:27:34.286,458,129,2023-01-25 08:32:39.857,2023-01-26 04:02:23.172,1,1,1,1
3224,2022-12-06 05:39:24.799,,,,,,,,,,
9,2022-10-25 22:54:13.610,140,2022-10-26 20:06:10.054,,,,,,,,
25,2022-11-09 04:33:41.121,551,2022-11-10 04:05:18.819,236,24,2022-11-15 11:24:24.404,2023-01-31 09:00:54.961,1,1,2,1
25,2022-11-09 04:33:41.121,551,2022-11-10 04:05:18.819,366,57,2022-11-24 14:23:38.210,2022-12-30 01:27:43.771,1,0,2,1
41,2022-12-07 15:13:13.343,,,,,,,,,,
57,2022-11-30 12:03:46.625,,,,,,,,,,
73,2022-10-28 03:05:45.702,383,2022-10-28 19:46:02.891,,,,,,,,
89,2022-10-18 00:13:36.754,,,,,,,,,,
105,2022-10-02 01:00:44.206,,,,,,,,,,
121,2022-09-30 08:50:27.553,,,,,,,,,,
137,2022-09-19 14:07:06.769,,,,,,,,,,
153,2022-10-02 17:52:15.398,635,2022-10-02 19:36:49.964,85,30,2022-10-04 16:43:35.416,2023-02-18 14:48:44.008,0,0,1,1
153,2022-10-02 17:52:15.398,635,2022-10-02 19:36:49.964,89,166,2022-10-09 17:19:29.207,2022-11-28 10:13:12.847,1,1,1,1
153,2022-10-02 17:52:15.398,635,2022-10-02 19:36:49.964,434,248,2022-10-14 02:51:14.896,2023-02-26 03:13:43.004,0,0,1,1
169,2022-10-03 17:11:41.108,256,2022-10-03 22:04:08.673,,,,,,,,
185,2022-12-27 04:24:48.846,,,,,,,,,,
201,2022-11-28 11:14:39.804,,,,,,,,,,
217,2023-01-14 05:15:42.384,,,,,,,,,,
233,2022-09-21 15:34:52.407,,,,,,,,,,
249,2022-10-29 07:39:09.311,448,2022-10-29 19:09:34.509,,,,,,,,
270,2022-09-28 14:13:08.436,,,,,,,,,,
286,2022-10-09 19:37:01.630,,,,,,,,,,
302,2022-11-12 18:39:55.442,,,,,,,,,,
318,2022-12-17 12:37:24.580,475,2022-12-18 09:56:29.283,433,165,2023-01-01 20:32:22.767,2023-03-16 23:59:03.731,0,0,0,0
334,2022-10-07 01:06:48.612,,,,,,,,,,
350,2022-11-13 04:11:33.234,,,,,,,,,,
366,2022-12-17 01:47:37.047,323,2022-12-18 00:09:03.641,,,,,,,,
382,2022-09-04 18:47:38.461,,,,,,,,,,
398,2022-11-30 20:21:41.088,40,2022-12-01 13:31:01.003,,,,,,,,
414,2023-01-08 04:53:00.977,,,,,,,,,,
430,2022-09-13 11:29:28.625,,,,,,,,,,
446,2022-12-14 13:49:37.146,365,2022-12-15 01:26:41.000,,,,,,,,
462,2022-11-09 18:30:45.983,,,,,,,,,,
478,2022-09-18 09:02:15.622,406,2022-09-19 04:06:48.824,,,,,,,,
494,2022-12-08 23:27:26.153,,,,,,,,,,
510,2022-12-18 15:55:06.741,,,,,,,,,,
527,2022-09-13 11:34:31.822,,,,,,,,,,
543,2022-11-25 09:13:35.877,,,,,,,,,,
559,2023-01-19 09:49:49.067,347,2023-01-20 06:54:19.990,,,,,,,,
575,2023-01-06 03:02:58.357,,,,,,,,,,
591,2022-09-06 13:12:56.542,326,2022-09-06 22:24:45.361,,,,,,,,
607,2022-12-18 21:12:24.340,,,,,,,,,,
623,2022-12-28 06:23:16.730,,,,,,,,,,
639,2022-11-05 23:17:46.740,34,2022-11-06 23:02:26.698,,,,,,,,
655,2022-09-20 12:48:13.973,779,2022-09-21 07:36:44.726,144,247,2022-10-04 05:47:53.006,2023-03-11 00:27:35.101,0,0,1,1
655,2022-09-20 12:48:13.973,779,2022-09-21 07:36:44.726,57,51,2022-10-04 17:49:25.197,2022-11-08 01:57:13.905,1,1,1,1
671,2023-01-01 18:45:44.063,,,,,,,,,,
687,2022-12-19 17:20:30.846,,,,,,,,,,
703,2023-01-07 21:34:58.912,,,,,,,,,,
719,2022-10-29 09:47:59.437,,,,,,,,,,
735,2022-12-16 04:00:53.281,,,,,,,,,,
751,2022-09-14 04:47:26.953,,,,,,,,,,
767,2022-11-27 23:03:47.249,,,,,,,,,,
772,2023-01-15 00:44:04.570,358,2023-01-15 18:30:13.206,,,,,,,,
788,2022-10-13 02:49:04.389,,,,,,,,,,
804,2022-10-06 03:26:34.909,,,,,,,,,,
820,2023-01-07 19:11:43.323,,,,,,,,,,
836,2022-11-20 17:37:15.563,,,,,,,,,,
852,2022-11-04 10:01:35.065,,,,,,,,,,
868,2022-10-21 11:52:10.488,,,,,,,,,,
884,2022-09-12 04:22:44.899,,,,,,,,,,
900,2022-11-06 17:52:55.173,453,2022-11-07 10:00:51.583,,,,,,,,
916,2023-01-06 14:09:45.760,,,,,,,,,,
932,2022-10-16 06:48:02.346,,,,,,,,,,
948,2022-09-11 10:48:48.419,,,,,,,,,,
964,2023-01-30 09:21:02.770,,,,,,,,,,
980,2022-11-17 02:42:00.859,,,,,,,,,,
996,2022-11-13 22:40:02.378,204,2022-11-14 10:02:44.758,,,,,,,,
1012,2022-12-08 01:17:53.539,,,,,,,,,,
1037,2022-10-01 08:29:32.480,,,,,,,,,,
1053,2022-12-29 21:34:52.264,,,,,,,,,,
1069,2022-10-01 15:10:24.677,,,,,,,,,,
1085,2023-01-07 05:29:20.256,,,,,,,,,,
1101,2022-11-14 13:08:45.782,,,,,,,,,,
1117,2023-01-03 15:44:44.498,530,2023-01-04 09:59:46.876,20,396,2023-01-07 03:37:03.796,2023-02-16 13:19:53.634,0,0,0,0
1117,2023-01-03 15:44:44.498,530,2023-01-04 09:59:46.876,470,173,2023-01-14 16:29:43.210,2023-02-21 16:28:46.874,0,0,0,0
1133,2022-12-10 04:09:13.285,,,,,,,,,,
1149,2022-11-13 05:25:38.918,,,,,,,,,,
1165,2022-09-09 02:26:02.718,,,,,,,,,,
1181,2023-01-19 22:56:00.315,,,,,,,,,,
1197,2022-09-20 04:02:26.561,,,,,,,,,,
1213,2023-01-10 21:54:29.782,,,,,,,,,,
1229,2022-11-16 09:16:06.766,,,,,,,,,,
1245,2023-01-10 17:42:01.246,,,,,,,,,,
1261,2022-10-08 11:33:20.214,,,,,,,,,,
1277,2023-01-12 04:49:11.059,,,,,,,,,,
1282,2023-01-10 18:38:15.931,,,,,,,,,,
1298,2023-01-22 20:22:43.947,,,,,,,,,,
1314,2023-02-01 06:25:46.513,,,,,,,,,,
1330,2022-09-24 10:15:40.945,911,2022-09-25 09:59:01.726,,,,,,,,
1346,2023-01-15 18:39:55.046,,,,,,,,,,
1362,2023-01-26 07:48:47.753,,,,,,,,,,
1378,2022-10-16 07:06:44.889,,,,,,,,,,
1394,2023-01-12 14:47:54.278,,,,,,,,,,
1410,2022-09-06 01:18:04.370,,,,,,,,,,
1426,2022-09-12 20:58:33.645,,,,,,,,,,
1442,2022-09-20 21:11:06.360,253,2022-09-21 11:31:03.478,,,,,,,,
1458,2022-09-14 17:09:14.539,,,,,,,,,,
1474,2022-11-28 21:52:45.267,806,2022-11-29 10:23:54.500,257,275,2022-12-01 18:11:19.895,2022-12-18 00:48:33.569,1,0,1,0
1490,2022-10-24 03:54:29.071,,,,,,,,,,
1506,2022-10-21 02:57:34.181,,,,,,,,,,
1522,2022-09-25 20:50:51.243,,,,,,,,,,
1539,2022-09-28 21:33:55.554,,,,,,,,,,
1555,2022-11-25 23:21:45.801,,,,,,,,,,
1571,2022-09-23 02:54:21.863,,,,,,,,,,
1587,2023-01-11 22:58:08.806,575,2023-01-12 15:15:26.282,185,320,2023-01-24 13:24:08.401,2023-02-04 05:37:57.602,0,0,0,0
1587,2023-01-11 22:58:08.806,575,2023-01-12 15:15:26.282,42,453,2023-01-23 13:23:11.796,2023-03-15 00:22:25.115,0,0,0,0
1603,2023-01-22 20:04:19.558,,,,,,,,,,
1619,2022-09-29 13:15:08.377,,,,,,,,,,
1635,2022-10-28 12:14:47.439,,,,,,,,,,
1651,2022-09-09 21:22:03.758,,,,,,,,,,
